apagar,campeao,dham,res_apagar,res_campeao,regra
D:\MÍDIA\0000 SEM DATA\Sem ano\2019-06-28 14.47.28 [28b28c6c].jpg,D:\MÍDIA\2012\2012-06\2012-06-22 17.01.37 [a0391aea].jpg,1,1080x830,3072x2304,R1_derivada
D:\MÍDIA\2021\2021-04\2021-04-21 20.48.55 [72f9c321].jpg,D:\MÍDIA\2015\2015-04\2015-04-19 19.49.41 [861513f8].jpg,2,1080x824,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-28 20.30.43 [e4258c5b].jpg,D:\MÍDIA\2015\2015-11\2015-11-28 19.24.32 [1e8dae42].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-28 20.30.44 [f5566080].jpg,D:\MÍDIA\2015\2015-11\2015-11-28 15.46.23 [798f8ea7].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-09 19.38.40 [0c8418b6].jpg,D:\MÍDIA\2015\2015-12\2015-12-09 20.38.08 [5a7826fa].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-10 07.00.42 [92afd177].jpg,D:\MÍDIA\2015\2015-12\2015-12-08 [3e65a7e6].jpg,2,187x332,747x1328,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 06.54.48 [9acec1ad].jpg,D:\MÍDIA\2015\2015-12\2015-12-24 23.02.33 [1686800e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 06.54.50 [68d7d29d].jpg,D:\MÍDIA\2015\2015-12\2015-12-24 23.02.04 [f079d180].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 06.54.51 [3559e586].jpg,D:\MÍDIA\2015\2015-12\2015-12-24 23.01.32 [9f780132].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 13.04.29 [ee6c31b7].jpg,D:\MÍDIA\2015\2015-12\2015-12-25 12.52.32 [22e5f8fc].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-25 13.04.30 [4ae2054f].jpg,D:\MÍDIA\2015\2015-12\2015-12-25 12.51.14 [3f35d4bf].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.32 [1d7373b0].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.16.39 [87948c56].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.32 [2c5bb73e].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.15.29 [776e28ef].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 08.20.34 [ead04aac].jpg,D:\MÍDIA\2015\2015-12\2015-12-26 19.13.46 [26ed1207].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 21.07.01 [2fe4898d].jpg,D:\MÍDIA\2015\2015-12\2015-12-27 22.04.04 [8ba7d69b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-27 21.49.18 [d49b986d].jpg,D:\MÍDIA\2015\2015-12\2015-12-27 22.03.44 [48e18238].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-12\2015-12-31 22.40.02 [d2d75015].jpg,D:\MÍDIA\2015\2015-12\2015-12-31 23.39.49 [86ecd6d3].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-01 14.47.26 [9bcfd5b8].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.44.14 [78ca2a5e].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-01 15.25.39 [f4262d6b].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.44.06 [bf157120].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-03 14.01.08 [232e63cf].jpg,D:\MÍDIA\2015\2015-11\2015-11-28 [e0164229].jpg,1,300x400,1200x1600,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-03 14.01.10 [021e57ee].jpg,D:\MÍDIA\2015\2015-11\2015-11-28 [9d710b88].jpg,2,300x400,1200x1600,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-03 14.01.11 [a97246ed].jpg,D:\MÍDIA\2015\2015-11\2015-11-28 [906b30e2].jpg,1,300x400,1200x1600,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-06 16.15.43 [b5789893].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.40.46 [c5d4efdc].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-06 16.15.44 [40ea57dd].jpg,D:\MÍDIA\2016\2016-01\2016-01-01 15.37.28 [ebeeeb83].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 12.30.13 [a6b0d6a9].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 13.29.52 [5575d554].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 17.19.50 [e7374a64].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 18.19.36 [59f4cd69].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 17.27.34 [c73a6cd9].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 18.25.09 [dce12c12].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 19.31.45 [253314ec].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 20.30.49 [0386d568].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-16 22.13.16 [04c4a31c].jpg,D:\MÍDIA\2016\2016-01\2016-01-16 20.31.58 [b01abe95].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-03\2015-03-22 [21b38b4a].jpg,D:\MÍDIA\2015\2015-03\2015-03-22 17.02.26 [ced50ab6].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-03\2015-03-22 [38cc4872].jpg,D:\MÍDIA\2015\2015-03\2015-03-22 17.02.40 [8972074f].jpg,2,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2025\2025-06\2025-06-29 20.14.46 [ea7b8a02].jpg,D:\MÍDIA\2015\2015-06\2015-06-01 19.24.43 [25aad02b].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-12\2013-12-25 07.06.12 [ec6c3ea6].jpg,D:\MÍDIA\2013\2013-12\2013-12-25 [f0cb4cf0].jpg,1,306x408,612x816,R1_derivada
D:\MÍDIA\2016\2016-06\2016-06-19 [a727919a].jpg,D:\MÍDIA\2016\2016-06\2016-06-18 14.46.56 [51a9a9b2].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-06\2016-06-19 [82817b62].jpg,D:\MÍDIA\2016\2016-06\2016-06-18 15.05.11 [97d76103].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-06\2016-06-19 [49a2951d].jpg,D:\MÍDIA\2016\2016-06\2016-06-18 14.48.09 [e5253bc2].jpg,1,1052x780,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-07 16.00.55 [9508d862].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.00.55 [14b72ab3].jpg,1,4208x3120,4208x3120,R2_recompressao
D:\MÍDIA\2013\2013-09\2013-09-07 16.36.22 [9e13c24d].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.36.22 [c962f50c].jpg,1,4208x3120,4208x3120,R2_recompressao
D:\MÍDIA\2013\2013-09\2013-09-07 16.36.33 [1cb97edf].jpg,D:\MÍDIA\2013\2013-09\2013-09-07 16.36.33 [d184f6d9].jpg,1,4208x3120,4208x3120,R2_recompressao
D:\MÍDIA\2013\2013-09\2013-09-27 [ae8bd4ab].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 09.24.38 [745e8b2d].jpg,1,593x799,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-08\2013-08-20 21.33.17 [f06462a7].jpg,D:\MÍDIA\2013\2013-08\2013-08-20 21.33.17 [4f9a1e8a].jpg,2,1518x2048,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-08\2013-08-20 21.34.06 [e23ff0e3].jpg,D:\MÍDIA\2013\2013-08\2013-08-20 21.34.06 [7e729711].jpg,1,4208x3120,4208x3120,R2_recompressao
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.10 [9f3b06d9].jpg,D:\MÍDIA\2017\2017-03\2017-03-20 [a66e0f8f].jpg,1,400x145,1600x577,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-12 [1db17c48].jpg,D:\MÍDIA\2009\2009-11\2009-11-26 09.27.46 [5ab1d47d].jpg,1,800x600,3072x2304,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.19 [96754144].jpg,D:\MÍDIA\2009\2009-11\2009-11-26 09.27.46 [5ab1d47d].jpg,2,400x300,3072x2304,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.32 [6ec28716].jpg,D:\MÍDIA\2017\2017-03\2017-03-09 [0d1572c3].jpg,1,293x520,585x1040,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.32 [cc085740].jpg,D:\MÍDIA\2017\2017-03\2017-03-09 [f20085fe].jpg,2,293x520,585x1040,R1_derivada
D:\MÍDIA\2017\2017-03\2017-03-25 13.12.42 [7dc9ed97].jpg,D:\MÍDIA\2016\2016-04\2016-04-07 [f6f0be6c].jpg,1,360x436,720x871,R1_derivada
D:\MÍDIA\2017\2017-06\2017-06-26 07.48.02 [03311fd7].jpg,D:\MÍDIA\2017\2017-06\2017-06-26 07.43.29 [2ccec285].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-06\2017-06-26 07.57.53 [c559eb06].jpg,D:\MÍDIA\2017\2017-06\2017-06-26 07.56.26 [b765b9ad].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-06\2017-06-26 08.05.44 [8d46f7cd].jpg,D:\MÍDIA\2017\2017-06\2017-06-26 07.57.58 [97dfed26].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-07-12 14.35.01 [6940350f].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-07-12 14.34.31 [8e0dfadb].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-03 17.02.29 [44e395ee].jpg,D:\MÍDIA\2017\2017-08\2017-08-03 17.02.13 [9ad80fa6].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-03 21.14.35 [405c9703].jpg,D:\MÍDIA\2017\2017-08\2017-08-03 18.45.15 [6826cf97].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-04 16.47.09 [7b9e051b].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-04 10.02.44 [4738a63d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2017-08-04 16.50.22 [f8cd1cab].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2017-08-04 16.48.34 [99465468].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2017-08-05 12.45.21 [1e1d0cc0].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2017-08-04 16.50.27 [eedce6c7].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-07 16.20.47 [518ec04c].jpg,D:\MÍDIA\2017\2017-08\2017-08-07 16.20.30 [c3596bfe].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-09 14.00.48 [2df6a8f4].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-08 17.31.26 [6e48af79].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-09 14.12.49 [eb3e39ce].jpg,D:\MÍDIA\2017\2017-08\2017-08-09 14.01.13 [b8f83ce8].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-10 10.15.12 [5863e884].jpg,D:\MÍDIA\2017\2017-08\2017-08-09 20.23.18 [812df9b5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-10 10.47.51 [a9366f70].jpg,D:\MÍDIA\2017\2017-08\2017-08-10 10.17.53 [2aeb76a7].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-12 00.43.17 [50acf5e6].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-10 14.53.55 [676ca044].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-16 18.55.48 [be849d35].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-15 09.24.24 [16d3aad9].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-17 19.56.26 [8f60c37d].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-08-16 18.57.19 [9feecf4a].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-19 12.14.35 [70adb337].jpg,D:\MÍDIA\2017\2017-08\2017-08-19 12.13.27 [7acdfefc].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-21 11.18.42 [04169297].jpg,D:\MÍDIA\2017\2017-08\2017-08-19 12.15.09 [38dbc047].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-28 08.45.30 [4aaa553c].jpg,D:\MÍDIA\2017\2017-08\2017-08-24 16.24.24 [fe67bb03].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-28 08.45.47 [5b45e0ab].jpg,D:\MÍDIA\2017\2017-08\2017-08-28 08.45.35 [acd73bb4].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-28 12.57.54 [5c68dab7].jpg,D:\MÍDIA\2017\2017-08\2017-08-28 08.47.20 [3ec666f6].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-30 07.36.13 [48a33c0f].jpg,D:\MÍDIA\2017\2017-08\2017-08-29 11.52.15 [4b705a09].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-30 08.26.28 [6cc24db6].jpg,D:\MÍDIA\2017\2017-08\2017-08-30 07.36.19 [3ceaa504].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-30 16.10.23 [b65addea].jpg,D:\MÍDIA\2017\2017-08\2017-08-30 08.30.40 [49a790e1].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-30 16.12.43 [7857c237].jpg,D:\MÍDIA\2017\2017-08\2017-08-30 16.12.35 [cde2edb1].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2017\2017-08\2017-08-30 16.19.52 [b6e51c7f].jpg,D:\MÍDIA\2017\2017-08\2017-08-30 16.12.49 [7d959410].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-12\2016-12-02 [6441ed95].jpg,D:\MÍDIA\2016\2016-12\2016-12-02 [f72aa531].jpg,1,960x1280,960x1280,R2_recompressao
D:\MÍDIA\2018\2018-03\2018-03-31 08.08.33 [571221a9].jpg,D:\MÍDIA\2018\2018-03\2018-03-31 08.08.26 [7f55012c].jpg,1,320x240,1280x960,R1_derivada
D:\MÍDIA\2018\2018-03\2018-03-31 10.05.22 [3c5a594b].jpg,D:\MÍDIA\2018\2018-03\2018-03-31 10.02.44 [17838dcc].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2018\2018-03\2018-03-31 10.14.00 [a3a93ebb].jpg,D:\MÍDIA\2018\2018-03\2018-03-31 10.13.51 [063dc47f].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2018\2018-03\2018-03-31 10.45.45 [b82b9f59].jpg,D:\MÍDIA\2018\2018-03\2018-03-31 10.14.07 [320c13bb].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2009\2009-12\2009-12-31 23.20.28 [c6b6c001].jpg,D:\MÍDIA\2009\2009-12\2009-12-31 23.20.28 [d4c66900].jpg,1,1056x1408,2112x2816,R1_derivada
D:\MÍDIA\2006\2006-11\2006-11-17 22.18.06 [d585fc57].jpg,D:\MÍDIA\2006\2006-11\2006-11-17 22.18.06 [082f657b].jpg,1,124x153,336x415,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2017 [7be87065].jpg,D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [97ba4cb7].jpg,2,960x1280,3024x4032,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2017 [434e7f06].jpg,D:\MÍDIA\2017\2017-11\2017-11-03 17.57.45 [c25594e5].jpg,1,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2017\2017-11\2017-11-06 13.03.13 [bee9d98a].jpg,D:\MÍDIA\2017\2017-11\2017-11-06 13.03.13 [0224ace9].jpg,1,3024x4032,3024x4032,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Documentos\2017-11-08 20.22.16 [19c0e8ef].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-11-08 20.22.16 [67568af5].jpg,1,3024x4032,3024x4032,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Documentos\2017 [222b1287].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-11-08 20.22.16 [67568af5].jpg,2,960x1280,3024x4032,R1_derivada
D:\MÍDIA\0000 SEM DATA\Documentos\2017 [96829be7].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2017-11-08 20.22.16 [67568af5].jpg,2,960x1280,3024x4032,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2017 [7a1e443f].jpg,D:\MÍDIA\2017\2017-11\2017-11-11 11.04.55 [5918a41b].jpg,1,1280x960,4032x3024,R1_derivada
D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [f03adacf].jpg,D:\MÍDIA\2017\2017-11\2017-11-15 19.17.02 [6233a210].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [8a8e30e3].jpg,D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [5ddbe17c].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [feb1028e].jpg,D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [5ddbe17c].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\0000 SEM DATA\Sem ano\2017 [3e9d6fc8].jpg,D:\MÍDIA\2017\2017-11\2017-11-17 18.38.58 [5ddbe17c].jpg,2,1280x960,3264x2448,R1_derivada
D:\MÍDIA\2020\2020-01\2020-01-18 18.03.00 [82df51c8].jpg,D:\MÍDIA\2020\2020-01\2020-01-18 18.03.00 [54fcc824].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-18 18.04.11 [bc7d9f44].jpg,D:\MÍDIA\2020\2020-01\2020-01-18 18.04.11 [e3c178db].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-18 18.12.02 [2d270ed2].jpg,D:\MÍDIA\2020\2020-01\2020-01-18 18.12.02 [61adbbfb].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-18 18.51.22 [7d9e097a].jpg,D:\MÍDIA\2020\2020-01\2020-01-18 18.51.22 [818015f2].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-19 11.30.49 [079a6446].jpg,D:\MÍDIA\2020\2020-01\2020-01-19 11.30.49 [a8c4ea4d].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\2020\2020-01\2020-01-19 13.59.12 [060be410].jpg,D:\MÍDIA\2020\2020-01\2020-01-19 13.59.12 [b70bbc36].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [c753b4ef].jpg,D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [e0280d7f].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [c3cce728].jpg,D:\MÍDIA\2017\2017-11\2017-11-02 18.03.17 [e0280d7f].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2018\2018-01\2018-01-10 15.57.02 [03a6e3aa].jpg,D:\MÍDIA\2018\2018-01\2018-01-10 15.57.02 [0040359d].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2018\2018-01\2018-01-10 15.57.04 [69521ad7].jpg,D:\MÍDIA\2018\2018-01\2018-01-10 15.57.04 [fc413c19].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2018\2018-01\2018-01-10 15.57.04 [047fdac7].jpg,D:\MÍDIA\2018\2018-01\2018-01-10 15.57.04 [9397c556].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2018\2018-01\2018-01-13 19.25.20 [e90e7dc3].jpg,D:\MÍDIA\2018\2018-01\2018-01-13 19.25.20 [519d8894].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2016\2016-01\2016-01-16 09.02.20 [483d5ff4].jpg,D:\MÍDIA\2016\2016-01\2016-01-14 18.40.05 [708ae177].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2016\2016-01\2016-01-21 18.42.35 [e0aaed81].jpg,D:\MÍDIA\2016\2016-01\2016-01-21 19.42.29 [6fa6eceb].jpg,1,320x240,1280x960,R1_derivada
D:\MÍDIA\2019\2019-12\2019-12-26 18.00.42 [3e68f93f].jpg,D:\MÍDIA\2019\2019-12\2019-12-26 18.00.42 [3f76a491].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-26 18.15.18 [ce663ab3].jpg,D:\MÍDIA\2019\2019-12\2019-12-26 18.15.18 [da957768].jpg,1,3264x2448,3264x2448,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-28 11.44.20 [12c28872].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 11.44.20 [b418f668].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-28 12.08.17 [fd0d1967].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 12.08.17 [45b60c55].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-28 13.57.40 [2171d2ae].jpg,D:\MÍDIA\2019\2019-12\2019-12-28 13.57.40 [9f31df94].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2019\2019-12\2019-12-29 14.56.24 [a3e88341].jpg,D:\MÍDIA\2019\2019-12\2019-12-29 14.56.24 [1e8505e9].jpg,1,4032x3024,4032x3024,R2_recompressao
D:\MÍDIA\2013\2013-11\2013-11-29 08.02.18 [3a24fb83].jpg,D:\MÍDIA\2013\2013-11\2013-11-28 13.42.16 [7452a459].jpg,1,512x384,2048x1536,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-29 08.02.18 [a1355b68].jpg,D:\MÍDIA\2013\2013-11\2013-11-28 13.42.33 [e2d975c0].jpg,2,512x384,2048x1536,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-29 08.02.18 [10fa5d0b].jpg,D:\MÍDIA\2013\2013-11\2013-11-28 13.44.32 [638c0dc1].jpg,1,512x384,2048x1536,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-16 15.08.22 [5f4b2058].jpg,D:\MÍDIA\2013\2013-09\2013-09-16 15.07.51 [1bb03e5d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 11.07.04 [1b10e80d].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 11.05.34 [fd767f5b].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 17.37.09 [52844ea8].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 17.36.44 [d4e08451].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-18 18.01.50 [beea25f5].jpg,D:\MÍDIA\2013\2013-09\2013-09-18 17.47.07 [920c29d0].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 13.18.46 [9f1b2261].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 13.18.20 [90ea2165].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 13.20.02 [8961a66b].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 13.19.52 [511437fc].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-19 14.34.35 [4b7a8488].jpg,D:\MÍDIA\2013\2013-09\2013-09-19 14.32.38 [28996ceb].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-20 09.34.49 [8fc85b31].jpg,D:\MÍDIA\2013\2013-09\2013-09-20 09.34.16 [731e9f7b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-09\2013-09-23 11.32.23 [1ec984bd].jpg,D:\MÍDIA\2013\2013-09\2013-09-23 09.40.07 [83c58c44].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-03 15.16.15 [7fc4cc51].jpg,D:\MÍDIA\2013\2013-10\2013-10-03 15.16.05 [73c06f42].jpg,1,240x320,960x1280,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-04 15.06.17 [b7ead369].jpg,D:\MÍDIA\2013\2013-10\2013-10-04 15.04.40 [79ae1693].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-15 17.52.56 [1db12804].jpg,D:\MÍDIA\2013\2013-10\2013-10-15 17.52.40 [2aac8875].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-26 15.02.07 [59e4dc2e].jpg,D:\MÍDIA\2013\2013-10\2013-10-26 16.01.31 [63795b92].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-10\2013-10-31 15.34.43 [1eab1ce2].jpg,D:\MÍDIA\2013\2013-10\2013-10-31 16.33.30 [4978a19c].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-02 17.03.56 [419aae23].jpg,D:\MÍDIA\2013\2013-11\2013-11-02 18.03.06 [39bf5146].jpg,2,240x320,960x1280,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2013-11-04 21.54.14 [f6063996].jpg,D:\MÍDIA\2013\2013-11\2013-11-02 18.04.39 [0e7b4782].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2013\2013-11\2013-11-04 21.54.14 [215a2fae].jpg,D:\MÍDIA\2013\2013-11\2013-11-02 18.02.19 [9b050969].jpg,2,240x320,960x1280,R1_derivada
