apagar,campeao,dham,res_apagar,res_campeao,regra
D:\MÍDIA\2015\2015-05\2015-05-07 14.47.42 [47a6db42].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 14.47.27 [b924eade].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 14.48.37 [638de060].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 14.48.19 [4dde2a39].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 14.50.06 [c0774afb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 14.49.51 [d7719232].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.08.31 [a2d12b06].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 14.46.14 [b48b49e0].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.10.31 [e1db2eb7].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.10.18 [119e6ff7].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.52 [e3c72af7].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.17.31 [d2eef01d].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.53 [f3a9ee45].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.16.35 [2e824138].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.53 [b3562871].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.15.58 [983d3b98].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.54 [6b612c20].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.15.47 [91b2bf07].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.54 [396d318e].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.15.18 [8142efb9].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.13.57 [f4db601b].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 08.39.01 [27772df5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-04 17.35.43 [eb7edfca].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 08.39.01 [27772df5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-03 09.39.18 [6ca765f4].jpg,D:\MÍDIA\2015\2015-05\2015-05-03 08.39.01 [27772df5].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.52.19 [5d3ee6dd].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.51.55 [f6029316].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.56.32 [24d7d45b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.56.16 [39d532e3].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.59.23 [4bd5174a].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.56.58 [5a157fae].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.02.52 [254d2fb6].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.02.19 [d7453302].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.03.45 [10636a8e].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.02.58 [472ec612].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.06.50 [508464e1].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.06.29 [c38dfb7b].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.09.59 [e54f59c7].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.07.02 [2f60927f].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.12.11 [29f9eb27].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.10.05 [e588ef20].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.21 [317aacd5].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.14.56 [e55bce38].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.22 [d9a61042].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.16.01 [49340f47].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.22 [a6511c3f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.15.19 [6fd399c0].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.22 [6d21abde].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.12.18 [5368b139].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.23 [5bb76d1e].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.06.17 [d7d66736].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.23 [0bea7005].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.05.03 [376e7076].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.26 [c127e2f3].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.04.43 [8153e394].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.26 [55027e49].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.04.34 [25b7e8fd].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.27 [eeaf43a7].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.03.55 [543790da].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.27 [c3444c77].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.01.07 [d028209d].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.27 [15e21851].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.00.53 [3827910c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.27 [dfbdd404].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.00.33 [f8ac1bec].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.28 [d26e0e0d].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.01.49 [c60298df].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.28 [eb7e3c3b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.01.33 [82b54b22].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.28 [3e467a70].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.59.49 [3994328b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.30 [e1f9076d].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.59.27 [b7d3ad38].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.30 [29b050b6].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.56.41 [12ff052f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.30 [77b49775].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.56.04 [88b5acaf].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.31 [b0f465c8].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.55.50 [33450d73].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.32 [b51018d5].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.53.42 [252c675b].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.33 [6b8f423b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.52.44 [5d3b7c48].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.33 [52384e6d].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.52.26 [84084fae].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.39 [742655cf].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.48.23 [d17f2607].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.39 [4a9a5eaa].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.48.09 [756ebb28].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.40 [88a5e70a].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.48.00 [2b817415].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.40 [779f22bb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.46.49 [ee481970].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.40 [b5bb5c74].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.46.30 [8bb519cf].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.42 [364d950f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.43.42 [bfd9978c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.16.42 [7f2df5c0].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.43.26 [813064a4].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.25 [4ca7f22e].jpg,D:\MÍDIA\2015\2015-05\2015-05-08 23.06.29 [558343fd].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.27 [853aa2e9].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.30.21 [5bac61e7].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.27 [a817e3e0].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.00 [27d2c9ad].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.50 [62368c57].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.26 [625c5a2f].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.30 [2bd0d1e6].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.26 [625c5a2f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.50 [3b47e879].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.31 [c3cca369].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.30 [ce2a3b78].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.31 [c3cca369].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.50 [e1c26d79].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.37 [d2afa3e0].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.51 [014478ec].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.45 [3fb6078c].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.30 [e21f761d].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.45 [3fb6078c].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.51 [4e44a914].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.31.48 [71ce2bd4].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.51 [f3713720].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.05 [495ae13f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.29 [37f95517].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.05 [495ae13f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.52 [0a3ed71f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.31 [3aa21b04].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.29 [302b9f80].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.31 [3aa21b04].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.52 [5c08421e].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.50 [873c6719].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.29 [4c021c36].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.32.50 [873c6719].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.52 [07672811].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.03 [8e0fe4d9].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.52 [ff0f020f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.18 [061dbf59].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.28 [9a22113c].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.18 [061dbf59].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.53 [3f574828].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.28 [97239e0a].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.28 [6e5ca321].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.28 [97239e0a].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 07.11.53 [a6c6314f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.36 [963a63f0].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.28 [c8d326dd].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.36 [963a63f0].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.11 [72777723].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.33.05 [13b6d636].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.29 [e84d0e0c].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.33.05 [13b6d636].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.12 [09c2fda4].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.51 [da672427].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.27 [18d6ce4c].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.51 [da672427].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.12 [2a5c7161].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.44 [19d8646e].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.27 [236b0e5a].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.34.44 [19d8646e].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.13 [0940ab04].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.04 [5b870175].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.27 [98639a14].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.04 [5b870175].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.13 [3ce2c0df].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.15 [a38dfee9].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.27 [6dd92a92].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.15 [a38dfee9].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.13 [10ddcb4b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.39 [fe6acaf6].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.13 [871992ad].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.50 [68ee5fec].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.26 [5f3d1eed].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.35.50 [68ee5fec].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.14 [fdf7f033].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.04 [e9510244].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.14 [20b59d1f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.53 [54bd6fec].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.26 [754cbd08].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.53 [54bd6fec].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.14 [a7d6afbb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.03 [8de563cd].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.14 [75fdcaad].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.34 [a4f2a7f7].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.15 [586ad564].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.14 [2cac6a88].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.15 [62bed729].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.17 [e962d3c8].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.25 [80a8f788].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.17 [e962d3c8].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.15 [d0b75fe4].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.30 [e1d1e40f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.25 [2d0684df].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.36.30 [e1d1e40f].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.15 [163185ee].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.35 [a2b2b0fa].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.25 [e4d053d3].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.35 [a2b2b0fa].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.16 [26f1a53b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.54 [3e50e2f2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.25 [e5470c23].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.37.54 [3e50e2f2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.16 [b5531810].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.11 [f5202cc2].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.16 [a904daf4].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.18 [3a5c3040].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.24 [3de3e0bb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.18 [3a5c3040].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.16 [a45c24a2].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.28 [0858368c].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.17 [fe34fc5b].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.57 [7fc078d2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.24 [7855f317].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.38.57 [7fc078d2].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.17 [c8441bdc].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.09 [f0956c77].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.24 [0d295c2a].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.09 [f0956c77].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.17 [5c92ffeb].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.14 [4083c355].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 19.40.23 [0edb2f95].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.14 [4083c355].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.17 [457161e3].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.19 [8ca6729d].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2015-05-09 10.41.17 [d4e40919].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.31 [861c1deb].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2015-05-07 19.40.23 [6a3c86fc].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.31 [861c1deb].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.18 [d175bdb4].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.39.43 [9de5101f].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.18 [13f79213].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.41.22 [9ad461e9].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.18 [3a6701b2].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.41.39 [a56b270c].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.18 [3fd4e287].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.42.35 [13c88f61].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.19 [38d97b1d].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.43.07 [a5d5fe70].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.20 [183f400c].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.44.05 [a347a50a].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.20 [6dec6f46].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.45.30 [49234183].jpg,0,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.21 [372b3376].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.40.46 [2d61400d].jpg,3,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 17.41.13 [c0e08500].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 17.40.46 [2d61400d].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.27 [6a66c35a].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.15.08 [6e0bbc76].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.12.54 [88976d98].jpg,D:\MÍDIA\2015\2015-05\2015-05-06 21.15.08 [6e0bbc76].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.41.27 [662efad8].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.09.58 [52cdfe18].jpg,1,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-09 10.43.09 [5d46e1bd].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.44.16 [daa14f36].jpg,2,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-05\2015-05-07 16.45.52 [0c88631f].jpg,D:\MÍDIA\2015\2015-05\2015-05-07 16.44.16 [daa14f36].jpg,1,384x512,3120x4208,R1_derivada
D:\MÍDIA\2015\2015-06\2015-06-01 21.58.41 [784d6cce].jpg,D:\MÍDIA\2015\2015-05\2015-05-25 [58072ede].jpg,1,320x240,1280x959,R1_derivada
D:\MÍDIA\2015\2015-06\2015-06-13 12.06.58 [48e7a504].jpg,D:\MÍDIA\2015\2015-06\2015-06-13 [bb2d5223].jpg,0,512x384,1052x780,R1_derivada
D:\MÍDIA\0000 SEM DATA\Sem ano\2015-11-12 09.27.19 [d9f6cf01].jpg,D:\MÍDIA\2015\2015-11\2015-11-12 10.26.46 [125d8b75].jpg,2,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-27 19.30.37 [a54aba7d].jpg,D:\MÍDIA\2015\2015-11\2015-11-27 20.30.02 [be3d6a82].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-27 19.32.29 [df603eb0].jpg,D:\MÍDIA\2015\2015-11\2015-11-27 20.31.04 [428c47a1].jpg,0,512x384,4208x3120,R1_derivada
D:\MÍDIA\2015\2015-11\2015-11-27 19.33.23 [15e09890].jpg,D:\MÍDIA\2015\2015-11\2015-11-27 20.32.48 [0ede680e].jpg,0,512x384,4208x3120,R1_derivada
