manter_a,manter_b,dham,res_a,res_b,motivo
D:\MÍDIA\2020\2020-01\2020-01-01 00.54.01 [b2541e60].jpg,D:\MÍDIA\2020\2020-01\2020-01-01 00.54.00 [bab89b04].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-12 18.32.57 [653ce270].jpg,D:\MÍDIA\2020\2020-01\2020-01-12 18.32.59 [c26e3b58].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-12 18.43.19 [111a5cc4].jpg,D:\MÍDIA\2020\2020-01\2020-01-12 18.43.18 [0b8811f2].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2025\2025-10\2025-10-05 16.55.46 [6ea94d74].jpg,D:\MÍDIA\2020\2020-01\2020-01-14 09.58.59 [5299d883].jpg,2,4000x3000,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-18 18.03.08 [61b3f7c5].jpg,D:\MÍDIA\2020\2020-01\2020-01-18 18.03.08 [0d37cc33].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-25 18.21.09 [ed2b8ac9].jpg,D:\MÍDIA\2020\2020-01\2020-01-25 18.21.10 [2fa40dbf].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-07 17.49.13 [e5fa1a22].jpg,D:\MÍDIA\2020\2020-02\2020-02-07 17.49.13 [e88db45a].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-13 12.31.44 [ad0484f7].jpg,D:\MÍDIA\2020\2020-02\2020-02-13 12.32.03 [6d64a94d].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.33.14 [7bef3a21].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.33.15 [97b82b9a].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.33.56 [e737043f].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.33.57 [605f4f3e].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.33.56 [96e0aadf].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.33.57 [605f4f3e].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [d8dd0a66].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,7,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [fda0cac9].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,6,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [94bf69b8].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,5,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [6d2ca5cc].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,4,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.48 [dba48beb].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [97495a51].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [6218f06e].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [3e56a027].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [d5a3e862].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,5,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [2acf324a].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [62ebf082].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,4,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [a14ffc66].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,4,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [629fee09].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.45 [731fee73].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,3,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.45 [cc6d5a57].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,4,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.46 [84b9ee56].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,4,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.34.45 [42e4ea3e].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.34.47 [33d76684].jpg,5,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-22 07.02.32 [a1cf4c44].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2020-02-22 07.02.40 [8e738555].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-08\2019-08-09 [1eacdf4f].jpg,D:\MÍDIA\2019\2019-08\2019-08-09 [bd6251c9].jpg,2,960x1280,960x1280,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-09 [33b68eb1].jpg,D:\MÍDIA\2019\2019-10\2019-10-09 [cf180a9a].jpg,2,1280x960,1280x960,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-26 [414e7c4b].jpg,D:\MÍDIA\2019\2019-10\2019-10-26 [0733871f].jpg,2,1280x960,1280x960,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-14 [817ebfa6].jpg,D:\MÍDIA\2020\2020-02\2020-02-14 [7836bbb2].jpg,2,960x1280,960x1280,rajada/incerto
D:\MÍDIA\2020\2020-05\2020-05-16 [f49eb07f].jpg,D:\MÍDIA\2020\2020-04\2020-04-01 [86830823].jpg,2,1076x1158,1201x1280,rajada/incerto
D:\MÍDIA\2020\2020-04\2020-04-01 [a6db5375].jpg,D:\MÍDIA\2020\2020-04\2020-04-01 [2f22afa2].jpg,2,1200x1600,1200x1600,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-07 16.37.19 [7b522d5c].jpg,D:\MÍDIA\2018\2018-12\2018-12-07 16.37.20 [ee2fa9bb].jpg,1,4160x3120,4160x3120,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-08 20.11.07 [bc052bab].jpg,D:\MÍDIA\2018\2018-12\2018-12-08 20.11.08 [01bcddfc].jpg,2,4160x3120,4160x3120,rajada/incerto
D:\MÍDIA\2018\2018-12\2018-12-08 20.11.16 [a02a75c2].jpg,D:\MÍDIA\2018\2018-12\2018-12-08 20.11.17 [87c020e8].jpg,1,4160x3120,4160x3120,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 15.56.58 [64a0901d].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 15.56.58 [82f62cbb].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.18.26 [20d5b9e5].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.18.26 [195499d3].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.35.10 [e4fd0458].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.35.10 [c41182e7].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.38.31 [35f854f6].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.38.31 [4a9a652c].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.39.15 [273f8919].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.39.15 [74b2e615].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.40.28 [58b10754].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.40.31 [7c96a12e].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.40.51 [674d2f3a].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.40.51 [e465d6f7].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.43.05 [2487d387].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.43.05 [f9038cdb].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.50.30 [f199dbe3].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.50.29 [760259e1].jpg,4,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.50.30 [bd51a0d9].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.50.29 [760259e1].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.50.30 [475610d1].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.50.29 [760259e1].jpg,6,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.56.09 [b13f4322].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.56.10 [40073811].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.56.09 [41800fac].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.56.10 [40073811].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.56.09 [1a3cfec3].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.56.10 [40073811].jpg,3,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 16.58.03 [993c7879].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 16.58.03 [dddef825].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.02.39 [269abe60].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.02.39 [45001af5].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.03.19 [f2a6b499].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.03.19 [602e346d].jpg,2,5868x3917,5868x3917,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.17.11 [0a60b121].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.17.11 [20666b5c].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.20.53 [2060e1a1].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.20.52 [3d69fcc6].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.20.58 [14205cb1].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.20.58 [46f0ecd5].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.30.02 [efadd0a7].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.35.57 [5e878ec8].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.34.17 [9c940dfa].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.30.26 [edb8ed2a].jpg,1,5853x3907,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.32.21 [26191a8e].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.31.34 [d5705df2].jpg,1,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.33.56 [aada0ff4].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.31.34 [d5705df2].jpg,3,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.39.29 [b59c5267].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.39.30 [02f9196c].jpg,3,5737x3830,5770x3852,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.39.28 [c95a6802].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.39.30 [02f9196c].jpg,2,5626x3756,5770x3852,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.39.29 [b7e22166].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.39.29 [9a1bf9ea].jpg,4,5799x3871,5831x3893,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.39.29 [3ddf7d4d].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.39.29 [9a1bf9ea].jpg,2,5731x3826,5831x3893,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.39.35 [03892a87].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.39.34 [ec19df24].jpg,1,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.42.27 [14733d2c].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.42.27 [1b9ebfa3].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.43.00 [6153e61b].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.43.00 [0d64ea1a].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.44.49 [32b32a91].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.44.49 [71b829ee].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.46.47 [f62d7d22].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.46.47 [ea1ea972].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.46.47 [8ae1aee5].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.46.47 [ded9dba7].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.48.54 [9baeeacf].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.48.54 [22fe7653].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 17.49.17 [9115e7fc].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 17.49.17 [9d3e4e97].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.29.20 [8ccc093e].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.29.14 [1273096e].jpg,3,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.29.14 [066f6332].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.29.14 [1273096e].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.29.20 [41865d45].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.29.14 [1273096e].jpg,1,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 15.04.27 [21554181].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 15.04.26 [deb11265].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 15.04.27 [ecc99dcc].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 15.04.26 [deb11265].jpg,3,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 15.10.27 [c07a0575].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 15.10.31 [930bcefb].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 15.11.05 [09eaaad7].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 15.11.04 [f1925c56].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.18.47 [ddb61195].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.18.47 [5966414d].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.21.40 [02efce60].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.21.40 [8152adae].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.21.51 [d791cd8e].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.21.51 [b8345e91].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.27.29 [f30d2adc].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.27.31 [dc9512e8].jpg,3,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 14.27.29 [de1a9383].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 14.27.31 [dc9512e8].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 18.45.41 [3fb4fccc].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 18.45.41 [b882669b].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 18.53.27 [5dce69ba].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 18.53.27 [04d269c3].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 18.56.53 [96ff6f9a].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 18.56.53 [bc44f4db].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 18.57.17 [878002c3].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 18.57.17 [4ac03af6].jpg,2,4016x6016,4016x6016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 19.03.04 [70d25275].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 19.02.37 [a653af26].jpg,2,6016x4016,6016x4016,rajada/incerto
D:\MÍDIA\2022\2022-04\2022-04-24 19.03.20 [08d8cbd0].jpg,D:\MÍDIA\2022\2022-04\2022-04-24 19.03.15 [65efc5fe].jpg,2,5713x3814,5799x3871,rajada/incerto
D:\MÍDIA\2016\2016-12\2016-12-28 16.16.56 [116c7e86].jpg,D:\MÍDIA\2016\2016-12\2016-12-28 16.16.57 [5efad0cc].jpg,2,2988x5312,2988x5312,rajada/incerto
D:\MÍDIA\2016\2016-12\2016-12-28 16.16.54 [1713cf84].jpg,D:\MÍDIA\2016\2016-12\2016-12-28 16.16.57 [5efad0cc].jpg,2,2988x5312,2988x5312,rajada/incerto
D:\MÍDIA\2016\2016-12\2016-12-29 15.09.26 [261a94f1].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [31de7054].jpg,2,2974x5288,2974x5288,rajada/incerto
D:\MÍDIA\2015\2015-02\2015-02-05 01.37.22 [d221080e].jpg,D:\MÍDIA\2015\2015-02\2015-02-05 01.37.33 [2e1925a4].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-02\2015-02-05 01.39.38 [f4b78cee].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [607ae887].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-11\2015-11-15 12.07.10 [f4808a30].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [e3789042].jpg,1,2592x1944,2592x1944,rajada/incerto
D:\MÍDIA\2016\2016-10\2016-10-29 23.15.33 [cec1427a].jpg,D:\MÍDIA\2016\2016-10\2016-10-29 23.15.34 [0d3a36f3].jpg,2,2988x5312,2988x5312,rajada/incerto
D:\MÍDIA\2016\2016-12\2016-12-04 22.59.43 [f2b25596].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [b98b01be].jpg,2,2592x1944,2592x1944,rajada/incerto
D:\MÍDIA\2015\2015-01\2015-01-23 06.27.10 [1564acbb].jpg,D:\MÍDIA\2015\2015-01\2015-01-23 06.27.12 [7fa51617].jpg,2,3000x2250,3000x2250,rajada/incerto
D:\MÍDIA\2015\2015-02\2015-02-03 16.58.01 [059b0e42].jpg,D:\MÍDIA\2015\2015-02\2015-02-03 16.58.03 [aa983b7f].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2015\2015-05\2015-05-19 22.23.37 [b4e1c502].jpg,D:\MÍDIA\2015\2015-05\2015-05-19 22.23.46 [c0859819].jpg,2,3000x2250,3000x2250,rajada/incerto
D:\MÍDIA\2016\2016-06\2016-06-12 15.50.46 [6cc22c5c].jpg,D:\MÍDIA\2016\2016-06\2016-06-12 15.50.43 [039ebcfb].jpg,2,5312x2988,5312x2988,rajada/incerto
D:\MÍDIA\2016\2016-09\2016-09-03 17.29.15 [e7092832].jpg,D:\MÍDIA\2016\2016-09\2016-09-03 17.29.17 [4430216e].jpg,2,2988x5312,2988x5312,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2016 [cd132e9e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2016\2016 [2e33c81b].jpg,1,1280x720,1328x747,rajada/incerto
D:\MÍDIA\2017\2017-05\2017-05-28 21.05.23 [26bf6031].jpg,D:\MÍDIA\2017\2017-05\2017-05-28 21.05.33 [9c684172].jpg,1,3000x2250,3000x2250,rajada/incerto
D:\MÍDIA\2021\2021-06\2021-06-01 13.03.23 [63706265].jpg,D:\MÍDIA\2021\2021-06\2021-06-01 13.03.30 [c1079f71].jpg,2,4032x1960,4032x1960,rajada/incerto
D:\MÍDIA\2024\2024-05\2024-05-20 [572a309f].jpg,D:\MÍDIA\2024\2024-05\2024-05-20 [cf36a31d].jpg,2,1200x1600,1200x1600,rajada/incerto
D:\MÍDIA\2024\2024-09\2024-09-22 10.15.36 [e73fa09e].jpg,D:\MÍDIA\2024\2024-09\2024-09-22 10.15.35 [ba6e684b].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.25.44 [e5ed3312].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.25.43 [e20c2ebd].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.31.39 [2351d91c].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.31.43 [5d1fb3ad].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.32.59 [eb23ef2a].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.32.58 [fc1c55e8].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.33.06 [fe9b358d].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.33.04 [c7308df4].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.33.08 [5b0b3271].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.33.04 [c7308df4].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-19 14.36.19 [1dd18f4f].jpg,D:\MÍDIA\2024\2024-10\2024-10-19 14.36.20 [9bdcc4c0].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.17.29 [1df550a0].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.32 [66c068f4].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.17.31 [e28a166e].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.32 [66c068f4].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.17.25 [18226732].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.32 [66c068f4].jpg,3,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.17.27 [4dcb0ddb].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.32 [66c068f4].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.17.59 [efdaf348].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.58 [0dc732f5].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.18.00 [0693d5aa].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.17.58 [0dc732f5].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.19.53 [5e120c95].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.19.51 [1968a573].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.21.20 [0087adc0].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.21.18 [3d973369].jpg,1,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-10\2024-10-26 19.21.26 [44e282bb].jpg,D:\MÍDIA\2024\2024-10\2024-10-26 19.21.24 [28e41d70].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-10 15.40.32 [66217474].jpg,D:\MÍDIA\2024\2024-11\2024-11-10 15.40.33 [b75528ee].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-10 15.42.11 [e7ccf6d4].jpg,D:\MÍDIA\2024\2024-11\2024-11-10 15.42.15 [931867aa].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-10 15.42.13 [537dd535].jpg,D:\MÍDIA\2024\2024-11\2024-11-10 15.42.15 [931867aa].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-10 15.42.16 [3f74f630].jpg,D:\MÍDIA\2024\2024-11\2024-11-10 15.42.15 [931867aa].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-10 15.45.00 [cebf7e4d].jpg,D:\MÍDIA\2024\2024-11\2024-11-10 15.45.02 [8e84248a].jpg,2,4000x3000,4000x3000,rajada/incerto
D:\MÍDIA\2024\2024-11\2024-11-30 14.31.20 [44ca18ef].jpg,D:\MÍDIA\2024\2024-11\2024-11-30 14.31.21 [1d4b0578].jpg,1,4000x3000,4000x3000,rajada/incerto
