"ID","Nome (Artigo)","Texto do Artigo"
"130","Art. 37","Art. 37. O congresso Nacional deverá ser convocado, extraordinariamente, pelo terço de uma de suas câmaras, caso a sessão legislativa se encerre sem que se tenha ultimado o julgamento do Presidente da República ou de Ministro de Estado, bem como no caso de ser necessário o início imediato do processo."
"131","Art. 38","Art. 38. No processo e julgamento do Presidente da República e dos Ministros de Estado, serão subsidiários desta lei, naquilo em que lhes forem aplicáveis, assim os regimentos internos da Câmara dos Deputados e do Senado Federal, como o Código de Processo Penal."
"132","Art. 39","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:"
"133","Art. 39, 1","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:
1- altera, por qualquer forma, exceto por via de recurso, a decisão ou voto já proferido em sessão do Tribunal;"
"134","Art. 39, 2","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:
2 - proferir julgamento, quando, por lei, seja suspeito na causa;"
"135","Art. 39, 3","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:
3 - exercer atividade político-partidária;"
"136","Art. 39, 4","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:
4 - ser patentemente desidioso no cumprimento dos deveres do cargo; (Vide ADPF 1259) (Vide ADPF 1260)"
"137","Art. 39, 5","Art. 39. São crimes de responsabilidade dos Ministros do Supremo Tribunal Federal:
5 - proceder de modo incompatível com a honra dignidade e decôro de suas funções. (Vide ADPF 1259) (Vide ADPF 1260)"
"138","Art. 39-A","Art. 39-A. Constituem, também, crimes de responsabilidade do Presidente do Supremo Tribunal Federal ou de seu substituto quando no exercício da Presidência, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)"
"139","Art. 39-A, Parágrafo único","Art. 39-A. Constituem, também, crimes de responsabilidade do Presidente do Supremo Tribunal Federal ou de seu substituto quando no exercício da Presidência, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)
Parágrafo único. O disposto neste artigo aplica-se aos Presidentes, e respectivos substitutos quando no exercício da Presidência, dos Tribunais Superiores, dos Tribunais de Contas, dos Tribunais Regionais Federais, do Trabalho e Eleitorais, dos Tribunais de Justiça e de Alçada dos Estados e do Distrito Federal, e aos Juízes Diretores de Foro ou função equivalente no primeiro grau de jurisdição. (Incluído pela Lei nº 10.028, de .2000)"
"140","Art. 40","Art. 40. São crimes de responsabilidade do Procurador Geral da República:"
"141","Art. 40, 1","Art. 40. São crimes de responsabilidade do Procurador Geral da República:
1 - emitir parecer, quando, por lei, seja suspeito na causa;"
"142","Art. 40, 2","Art. 40. São crimes de responsabilidade do Procurador Geral da República:
2 - recusar-se a prática de ato que lhe incumba;"
"143","Art. 40, 3","Art. 40. São crimes de responsabilidade do Procurador Geral da República:
3 - ser patentemente desidioso no cumprimento de suas atribuições;"
"144","Art. 40, 4","Art. 40. São crimes de responsabilidade do Procurador Geral da República:
4 - proceder de modo incompatível com a dignidade e o decôro do cargo."
"145","Art. 40-A","Art. 40-A. Constituem, também, crimes de responsabilidade do Procurador-Geral da República, ou de seu substituto quando no exercício da chefia do Ministério Público da União, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)"
"146","Art. 40-A, Parágrafo único","Art. 40-A. Constituem, também, crimes de responsabilidade do Procurador-Geral da República, ou de seu substituto quando no exercício da chefia do Ministério Público da União, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)
Parágrafo único. O disposto neste artigo aplica-se: (Incluído pela Lei nº 10.028, de .2000)"
"147","Art. 40-A, Parágrafo único, I","Art. 40-A. Constituem, também, crimes de responsabilidade do Procurador-Geral da República, ou de seu substituto quando no exercício da chefia do Ministério Público da União, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)
Parágrafo único. O disposto neste artigo aplica-se: (Incluído pela Lei nº 10.028, de .2000)
I – ao Advogado-Geral da União; (Incluído pela Lei nº 10.028, de .2000)"
"148","Art. 40-A, Parágrafo único, II","Art. 40-A. Constituem, também, crimes de responsabilidade do Procurador-Geral da República, ou de seu substituto quando no exercício da chefia do Ministério Público da União, as condutas previstas no Art. 10 desta Lei, quando por eles ordenadas ou praticadas. (Incluído pela Lei nº 10.028, de .2000)
Parágrafo único. O disposto neste artigo aplica-se: (Incluído pela Lei nº 10.028, de .2000)
II – aos Procuradores-Gerais do Trabalho, Eleitoral e Militar, aos Procuradores-Gerais de Justiça dos Estados e do Distrito Federal, aos Procuradores-Gerais dos Estados e do Distrito Federal, e aos membros do Ministério Público da União e dos Estados, da Advocacia-Geral da União, das Procuradorias dos Estados e do Distrito Federal, quando no exercício de função de chefia das unidades regionais ou locais das respectivas instituições. (Incluído pela Lei nº 10.028, de .2000)"
"149","Art. 41","Art. 41. É permitido a todo cidadão denunciar perante o Senado Federal, os Ministros do Supremo Tribunal Federal e o Procurador Geral da República, pêlos crimes de responsabilidade que cometerem (artigos 39 e 40). (Vide ADPF 1259) (Vide ADPF 1260)"
"150","Art. 41-A","Art. 41-A. Respeitada a prerrogativa de foro que assiste às autoridades a que se referem o parágrafo único do Art. 39-A e o inciso II do parágrafo único do Art. 40-A, as ações penais contra elas ajuizadas pela prática dos crimes de responsabilidade previstos no Art. 10 desta Lei serão processadas e julgadas de acordo com o rito instituído pela Lei nº 8.038, de 28 de maio de 1990, permitido, a todo cidadão, o oferecimento da denúncia. (Incluído pela Lei nº 10.028, de .2000)"
"151","Art. 42","Art. 42. A denúncia só poderá ser recebida se o denunciado não tiver, por qualquer motivo, deixado definitivamente o cargo."
"152","Art. 43","Art. 43. A denúncia, assinada pelo denunciante com a firma reconhecida deve ser acompanhada dos documentos que a comprovem ou da declaração de impossibilidade de apresentá-los, com a indicação do local onde possam ser encontrados. Nos crimes de que haja prova testemunhal, a denúncia deverá conter o rol das testemunhas, em número de cinco, no mínimo."
"153","Art. 44","Art. 44. Recebida a denúncia pela Mesa do Senado, será lida no expediente da sessão seguinte e despachada a uma comissão especial, eleita para opinar sobre a mesma."
"154","Art. 45","Art. 45. A comissão a que alude o artigo anterior, reunir-se-á dentro de 48 horas e, depois de eleger o seu presidente e relator, emitirá parecer no prazo de 10 dias sobre se a denúncia deve ser, ou não julgada objeto de deliberação. Dentro desse período poderá a comissão proceder às diligências que julgar necessárias."
"155","Art. 46","Art. 46. O parecer da comissão, com a denúncia e os documentos que a instruírem, será lido no expediente de sessão do Senado, publicado no Diário do Congresso Nacional e em avulsos, que deverão ser distribuídos entre os senadores, e dado para ordem do dia da sessão seguinte."
"156","Art. 47","Art. 47. O parecer será submetido a uma só discussão, e a votação nominal considerando-se aprovado se reunir a maioria simples de votos. (Vide ADPF 1259) (Vide ADPF 1260)"
"157","Art. 48","Art. 48. Se o Senado resolver que a denúncia não deve constituir objeto de deliberação, serão os papeis arquivados."
"158","Art. 49","Art. 49. Se a denúncia for considerada objeto de deliberação, a Mesa remeterá cópia de tudo ao denunciado, para responder à acusação no prazo de 10 dias."
"159","Art. 50","Art. 50. Se o denunciado estiver fora do Distrito Federal, a cópia lhe será entregue pelo Presidente do Tribunal de Justiça do Estado em que se achar. Caso se ache fora do país ou em lugar incerto e não sabido, o que será verificado pelo 1º Secretário do Senado, a intimação farse-á por edital, publicado no Diário do Congresso Nacional, com a antecedência de 60 dias, aos quais se acrescerá, em comparecendo o denunciado, o prazo do Art. 49."
"160","Art. 51","Art. 51. Findo o prazo para a resposta do denunciado, seja esta recebida, ou não, a comissão dará parecer, dentro de dez dias, sobre a procedência ou improcedência da acusação."
"161","Art. 52","Art. 52. Perante a comissão, o denunciante e o denunciado poderão comparecer pessoalmente ou por procurador, assistir a todos os atos e diligências por ela praticados, inquirir, reinquirir, contestar testemunhas e requerer a sua acareação. Para esse efeito, a comissão dará aos interessados conhecimento das suas reuniões e das diligências a que deva proceder, com a indicação de lugar, dia e hora."
"162","Art. 53","Art. 53. Findas as diligências, a comissão emitirá sobre o seu parecer, que será publicado e distribuído, com todas as peças que o instruírem e dado para ordem do dia 48 horas, no mínimo, depois da distribuição."
"163","Art. 54","Art. 54. Esse parecer terá uma só discussão e considerar-se-á aprovado se, em votação nominal, reunir a maioria simples dos votos. (Vide ADPF 1259) (Vide ADPF 1260)"
"164","Art. 55","Art. 55. Se o Senado entender que não procede a acusação, serão os papeis arquivados. Caso decida o contrário, a Mesa dará imediato conhecimento dessa decisão ao Supremo Tribunal Federal, ao Presidente da República, ao denunciante e ao denunciado."
"165","Art. 56","Art. 56. Se o denunciado não estiver no Distrito Federal, a decisão ser-lhe-á comunicada a requisição da Mesa, pelo Presidente do Tribunal de Justiça do Estado onde se achar. Se estiver fora do país ou em lugar incerto e não sabido, o que será verificado pelo 1º Secretário do Senado, far-se-á a intimação mediante edital pelo Diário do Congresso Nacional, com a antecedência de 60 dias."
"166","Art. 57","Art. 57. A decisão produzirá desde a data da sua intimação os seguintes efeitos, contra o denunciado:"
"167","Art. 57, a)","Art. 57. A decisão produzirá desde a data da sua intimação os seguintes efeitos, contra o denunciado:
a) ficar suspenso do exercício das suas funções até sentença final; (Vide ADPF 1259) (Vide ADPF 1260)"
"168","Art. 57, b)","Art. 57. A decisão produzirá desde a data da sua intimação os seguintes efeitos, contra o denunciado:
b) ficar sujeito a acusação criminal;"
"169","Art. 57, c)","Art. 57. A decisão produzirá desde a data da sua intimação os seguintes efeitos, contra o denunciado:
c) perder, até sentença final, um terço dos vencimentos, que lhe será pago no caso de absolvição. (Vide ADPF 1259) (Vide ADPF 1260)"
"170","Art. 58","Art. 58. Intimado o denunciante ou o seu procurador da decisão a que aludem os três últimos artigos, ser-lhe-á dada vista do processo, na Secretaria do Senado, para, dentro de 48 horas, oferecer o libelo acusatório e o rol das testemunhas. Em seguida abrir-se-á vista ao denunciado ou ao seu defensor, pelo mesmo prazo para oferecer a contrariedade e o rol das testemunhas."
"171","Art. 59","Art. 59. Decorridos esses prazos, com o libelo e a contrariedade ou sem eles, serão os autos remetidos, em original, ao Presidente do Supremo Tribunal Federal, ou ao seu substituto legal, quando seja ele o denunciado, comunicando-se-lhe o dia designado para o julgamento e convidando-o para presidir a sessão."
"172","Art. 60","Art. 60. O denunciante e o acusado serão notificados pela forma estabelecida no Art. 56. para assistirem ao julgamento, devendo as testemunhas ser, por um magistrado, intimadas a comparecer a requisição da Mesa."
"173","Art. 60, Parágrafo único","Art. 60. O denunciante e o acusado serão notificados pela forma estabelecida no Art. 56. para assistirem ao julgamento, devendo as testemunhas ser, por um magistrado, intimadas a comparecer a requisição da Mesa.
Parágrafo único. Entre a notificação e o julgamento deverá mediar o prazo mínimo de 10 dias."
"174","Art. 61","Art. 61. No dia e hora marcados para o julgamento, o Senado reunir-se-á, sob a presidência do Presidente do Supremo Tribunal Federal ou do seu substituto legal. Verificada a presença de número legal de senadores, será aberta a sessão e feita a chamada das partes, acusador e acusado, que poderão comparecer pessoalmente ou pêlos seus procuradores."
"175","Art. 62","Art. 62. A revelia do acusador não importará transferência do julgamento, nem perempção da acusação."
"176","Art. 62, §1º","Art. 62. A revelia do acusador não importará transferência do julgamento, nem perempção da acusação.
§1º A revelia do acusado determinará o adiamento de julgamento, para o qual o Presidente designará novo dia, nomeando um advogado para defender o revel."
"177","Art. 62, §2º","Art. 62. A revelia do acusador não importará transferência do julgamento, nem perempção da acusação.
§2º Ao defensor nomeado será, facultado o exame de tôdas as peças do processo."
"178","Art. 63","Art. 63. No dia definitivamente aprazado para o julgamento, verificado o número legal de senadores será aberta a sessão e facultado o ingresso às partes ou aos seus procuradores. Serão juizes todos os senadores presentes, com exceção dos impedidos nos termos do Art. 36."
"179","Art. 63, Parágrafo único","Art. 63. No dia definitivamente aprazado para o julgamento, verificado o número legal de senadores será aberta a sessão e facultado o ingresso às partes ou aos seus procuradores. Serão juizes todos os senadores presentes, com exceção dos impedidos nos termos do Art. 36.
Parágrafo único. O impedimento poderá ser oposto pelo acusador ou pelo acusado e invocado por qualquer senador."
"180","Art. 64","Art. 64. Constituído o Senado em Tribunal de julgamento, o Presidente mandará ler o processo e, em seguida, inquirirá publicamente as testemunhas, fora da presença umas das outras."
"181","Art. 65","Art. 65. O acusador e o acusado, ou os seus procuradores, poderão reinquirir as testemunhas, contestá-las sem interrompê-las e requerer a sua acareação sejam feitas as perguntas que julgar necessárias."
"182","Art. 66","Art. 66. Finda a inquirição, haverá debate oral, facultadas a réplica e a tréplica entre o acusador e o acusado, pelo prazo que o Presidente determinar"
"183","Art. 66, Parágrafo único","Art. 66. Finda a inquirição, haverá debate oral, facultadas a réplica e a tréplica entre o acusador e o acusado, pelo prazo que o Presidente determinar
Parágrafo único. Ultimado o debate, retirar-se-ão partes do recinto da sessão e abrir-se-á uma discussão única entre os senadores sobre o objeto da acusação."
"184","Art. 67","Art. 67. Encerrada a discussão, fará o Presidente um relatório resumido dos fundamentos da acusação e da defesa, bem como das respectivas provas, submetendo em seguida o caso a julgamento."
"185","Art. 68","Art. 68. O julgamento será feito, em votação nominal pêlos senadores desimpedidos que responderão ""sim"" ou ""não"" à seguinte pergunta enunciada pelo Presidente: ""Cometeu o acusado F. o crime que lhe é imputado e deve ser condenado à perda do seu cargo?"""
"186","Art. 68, Parágrafo único","Art. 68. O julgamento será feito, em votação nominal pêlos senadores desimpedidos que responderão ""sim"" ou ""não"" à seguinte pergunta enunciada pelo Presidente: ""Cometeu o acusado F. o crime que lhe é imputado e deve ser condenado à perda do seu cargo?""
Parágrafo único. Se a resposta afirmativa obtiver, pelo menos, dois terços dos votos dos senadores presentes, o Presidente fará nova consulta ao plenário sobre o tempo não excedente de cinco anos, durante o qual o condenado deverá ficar inabilitado para o exercício de qualquer função pública."
"187","Art. 69","Art. 69. De acordo com a decisão do Senado, o Presidente lavrará nos autos, a sentença que será assinada por ele e pêlos senadores, que tiverem tomado parte no julgamento, e transcrita na ata."
"188","Art. 70","Art. 70. No caso de condenação, fica o acusado desde logo destituído do seu cargo. Se a sentença for absolutória, produzirá a imediata reabilitação do acusado, que voltará ao exercício do cargo, com direito à parte dos vencimentos de que tenha sido privado. (Vide ADPF 1259) (Vide ADPF 1260)"
"189","Art. 71","Art. 71. Da sentença, dar-se-á imediato conhecimento ao Presidente da República, ao Supremo Tribunal Federal e ao acusado."
"190","Art. 72","Art. 72. Se no dia do encerramento do Congresso Nacional não estiver concluído o processo ou julgamento de Ministro do Supremo Tribunal Federal ou do Procurador Geral da República, deverá ele ser convocado extraordinariamente pelo terço do Senado Federal."
"191","Art. 73","Art. 73. No processo e julgamento de Ministro do Supremo Tribunal, ou do Procurador Geral da República serão subsidiários desta lei, naquilo em que lhes forem aplicáveis, o Regimento Interno do Senado Federal e o Código de Processo Penal."
"192","Art. 74","Art. 74. Constituem crimes de responsabilidade dos governadores dos Estados ou dos seus Secretários, quando por eles praticados, os atos definidos como crimes nesta lei."
"193","Art. 75","Art. 75. É permitido a todo cidadão denunciar o Governador perante a Assembléia Legislativa, por crime de responsabilidade."
"194","Art. 76","Art. 76. A denúncia assinada pelo denunciante e com a firma reconhecida, deve ser acompanhada dos documentos que a comprovem, ou da declaração de impossibilidade de apresentá-los com a indicação do local em que possam ser encontrados. Nos crimes de que houver prova testemunhal, conterão rol das testemunhas, em número de cinco pelo menos."
"195","Art. 76, Parágrafo único","Art. 76. A denúncia assinada pelo denunciante e com a firma reconhecida, deve ser acompanhada dos documentos que a comprovem, ou da declaração de impossibilidade de apresentá-los com a indicação do local em que possam ser encontrados. Nos crimes de que houver prova testemunhal, conterão rol das testemunhas, em número de cinco pelo menos.
Parágrafo único. Não será recebida a denúncia depois que o Governador, por qualquer motivo, houver deixado definitivamente o cargo."
"196","Art. 77","Art. 77. Apresentada a denúncia e julgada objeto de deliberação, se a Assembléia Legislativa por maioria absoluta, decretar a procedência da acusação, será o Governador imediatamente suspenso de suas funções."
"197","Art. 78","Art. 78. O Governador será julgado nos crimes de responsabilidade, pela forma que determinar a Constituição do Estado e não poderá ser condenado, senão à perda do cargo, com inabilitação até cinco anos, para o exercício de qualquer função pública, sem prejuízo da ação da justiça comum."
"198","Art. 78, §1º","Art. 78. O Governador será julgado nos crimes de responsabilidade, pela forma que determinar a Constituição do Estado e não poderá ser condenado, senão à perda do cargo, com inabilitação até cinco anos, para o exercício de qualquer função pública, sem prejuízo da ação da justiça comum.
§1º Quando o tribunal de julgamento fôr de jurisdição mista, serão iguais, pelo número, os representantes dos órgãos que o integrarem, excluído o Presidente, que será o Presidente do Tribunal de Justiça."
"199","Art. 78, §2º","Art. 78. O Governador será julgado nos crimes de responsabilidade, pela forma que determinar a Constituição do Estado e não poderá ser condenado, senão à perda do cargo, com inabilitação até cinco anos, para o exercício de qualquer função pública, sem prejuízo da ação da justiça comum.
§2º Em qualquer hipótese, só poderá ser decretada a condenação pelo voto de dois têrços dos membros de que se compuser o tribunal de julgamento."
"200","Art. 78, §3º","Art. 78. O Governador será julgado nos crimes de responsabilidade, pela forma que determinar a Constituição do Estado e não poderá ser condenado, senão à perda do cargo, com inabilitação até cinco anos, para o exercício de qualquer função pública, sem prejuízo da ação da justiça comum.
§3º Nos Estados, onde as Constituições não determinarem o processo nos crimes de responsabilidade dos Governadores, aplicar-se-á o disposto nesta lei, devendo, porém, o julgamento ser proferido por um tribunal composto de cinco membros do Legislativo e de cinco desembargadores, sob a presidência do Presidente do Tribunal de Justiça local, que terá direito de voto no caso de empate. A escolha desse Tribunal será feita - a dos membros do legislativo, mediante eleição pela Assembléia: a dos desembargadores, mediante sorteio."
"201","Art. 78, §4º","Art. 78. O Governador será julgado nos crimes de responsabilidade, pela forma que determinar a Constituição do Estado e não poderá ser condenado, senão à perda do cargo, com inabilitação até cinco anos, para o exercício de qualquer função pública, sem prejuízo da ação da justiça comum.
§4º Êsses atos deverão ser executados dentro em cinco dias contados da data em que a Assembléia enviar ao Presidente do Tribunal de Justiça os autos do processo, depois de decretada a procedência da acusação."
"202","Art. 79","Art. 79. No processo e julgamento do Governador serão subsidiários desta lei naquilo em que lhe forem aplicáveis, assim o regimento interno da Assembléia Legislativa e do Tribunal de Justiça, como o Código de Processo Penal."
"203","Art. 79, Parágrafo único","Art. 79. No processo e julgamento do Governador serão subsidiários desta lei naquilo em que lhe forem aplicáveis, assim o regimento interno da Assembléia Legislativa e do Tribunal de Justiça, como o Código de Processo Penal.
Parágrafo único. Os Secretários de Estado, nos crimes conexos com os dos governadores, serão sujeitos ao mesmo processo e julgamento."
"204","Art. 79-A","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)"
"205","Art. 79-A, I","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)
I - omitir ou retardar dolosamente a publicação dos atos do CGIBS; (Incluído pela Lei Complementar nº 227, de 2026)"
"206","Art. 79-A, II","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)
II - deixar de prestar as contas relativas ao exercício anterior aos Poderes Legislativos dos entes federativos de origem dos membros titulares do Conselho Superior do CGIBS, até 30 de abril; (Incluído pela Lei Complementar nº 227, de 2026)"
"207","Art. 79-A, III","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)
III - deixar de comparecer, sem justificação adequada, perante a Câmara dos Deputados ou o Senado Federal, ou qualquer das suas comissões, quando convocado para prestar pessoalmente informações acerca de assunto previamente determinado; (Incluído pela Lei Complementar nº 227, de 2026)"
"208","Art. 79-A, IV","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)
IV - deixar de prestar à Câmara dos Deputados ou ao Senado Federal, no prazo de 30 (trinta) dias, sem motivo justo, as informações que lhe forem solicitadas por escrito, ou prestá-las com falsidade; (Incluído pela Lei Complementar nº 227, de 2026)"
"209","Art. 79-A, V","Art. 79-A. São crimes de responsabilidade do Presidente do CGIBS: (Incluído pela Lei Complementar nº 227, de 2026)
V - os demais atos definidos nesta Lei, quando por ele praticados ou ordenados, ressalvados os constantes dos itens 1 e 2 do Art. 9º e do item 1 do Art. 10. (Incluído pela Lei Complementar nº 227, de 2026)"
"210","Art. 79-B","Art. 79-B. O processo e o julgamento do Presidente do CGIBS observarão o disposto nesta Lei para o Presidente da República e os Ministros de Estado, inclusive quanto às sanções aplicáveis. (Incluído pela Lei Complementar nº 227, de 2026)"
"211","Art. 80","Art. 80. Nos crimes de responsabilidade do Presidente da República e dos Ministros de Estado, a Câmara dos Deputados é tribunal de pronuncia e o Senado Federal, tribunal de julgamento; nos crimes de responsabilidade dos Ministros do Supremo Tribunal Federal e do Procurador Geral da República, o Senado Federal é, simultaneamente, tribunal de pronuncia e julgamento."
"212","Art. 80, Parágrafo único","Art. 80. Nos crimes de responsabilidade do Presidente da República e dos Ministros de Estado, a Câmara dos Deputados é tribunal de pronuncia e o Senado Federal, tribunal de julgamento; nos crimes de responsabilidade dos Ministros do Supremo Tribunal Federal e do Procurador Geral da República, o Senado Federal é, simultaneamente, tribunal de pronuncia e julgamento.
Parágrafo único. O Senado Federal, na apuração e julgamento dos crimes de responsabilidade funciona sob a presidência do Presidente do Supremo Tribunal, e só proferirá sentença condenatória pelo voto de dois terços dos seus membros."
"213","Art. 81","Art. 81. A declaração de procedência da acusação nos crimes de responsabilidade só poderá ser decretada pela maioria absoluta da Câmara que a preferir."
"214","Art. 82","Art. 82. Não poderá exceder de cento e vinte dias, contados da data da declaração da procedência da acusação, o prazo para o processo e julgamento dos crimes definidos nesta lei."
