"Rel","Name","Length","Modified","Attributes"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\O Quadrilátero do Federalismo - JAIR DO AMARAL FILHO.pdf","O Quadrilátero do Federalismo - JAIR DO AMARAL FILHO.pdf","260137","2013-10-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Outras dimensões do federalismo no Brasil - a questão do endividamento - ESAF.pdf","Outras dimensões do federalismo no Brasil - a questão do endividamento - ESAF.pdf","204147","2013-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Principais propostas de reforma - FGV.pdf","Principais propostas de reforma - FGV.pdf","327761","2013-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Reforma do Estado e Federalismo - o caso dos governos estaduais brasileiros - FERNANDO LUIZ ABRUCIO.pdf","Reforma do Estado e Federalismo - o caso dos governos estaduais brasileiros - FERNANDO LUIZ ABRUCIO.pdf","99501","2013-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Termos de pesquisa.txt","Termos de pesquisa.txt","99","2013-11-08","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\A dinâmica do Regime Federativo nos anos 90 - EDUARDO KUGELMAS.pdf","A dinâmica do Regime Federativo nos anos 90 - EDUARDO KUGELMAS.pdf","67931","2013-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\armadilha_da_divida.pdf","armadilha_da_divida.pdf","657704","2013-10-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\FEDERALISMO E DÍVIDA ESTADUAL NO BRASIL - TEXTO 66 IPEA.pdf","FEDERALISMO E DÍVIDA ESTADUAL NO BRASIL - TEXTO 66 IPEA.pdf","474877","2013-10-25","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\Federalismo e reforma bancária - ANDRÉ SCHIFNAGEL AVRICHIR.pdf","Federalismo e reforma bancária - ANDRÉ SCHIFNAGEL AVRICHIR.pdf","487764","2013-10-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\IMPACTO DAS RELAÇÕES BC x BE NO ARRANJO FEDERATIVO PÓS 94 - CASO BANESPA - Christopher Garman .pdf","IMPACTO DAS RELAÇÕES BC x BE NO ARRANJO FEDERATIVO PÓS 94 - CASO BANESPA - Christopher Garman .pdf","1278205","2013-08-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\livro_bancos_estaduais.unlocked.pdf","livro_bancos_estaduais.unlocked.pdf","488531","2013-11-23","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\Questão bancária\Lidos\O ajuste fiscal efetivado no decorrer do Plano real e suas repercussões na autonomia federativa - FLÁVIO JOSÉ TONELLI VAZ.pdf","O ajuste fiscal efetivado no decorrer do Plano real e suas repercussões na autonomia federativa - FLÁVIO JOSÉ TONELLI VAZ.pdf","362753","2013-09-01","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\SIAFI - CAUC - CADIN\texto_126012921.pdf","texto_126012921.pdf","146523","2013-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\SIAFI - CAUC - CADIN\texto_130691003 (1).pdf","texto_130691003 (1).pdf","187214","2013-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\SIAFI - CAUC - CADIN\texto_164588293 (1).pdf","texto_164588293 (1).pdf","171908","2013-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\MONOGRAFIA FEDERALISMO\SIAFI - CAUC - CADIN\texto_165117412.pdf","texto_165117412.pdf","123601","2013-11-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\2012_AbrhaoMedeirosdeAlencar.pdf","2012_AbrhaoMedeirosdeAlencar.pdf","424159","2013-04-14","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A CONSTITUIÇÃO DE 1988 E O PACTO FEDERATIVO FISCAL - AURÉLIO GUIMARÃES CRUNINEL E PALOS.pdf","A CONSTITUIÇÃO DE 1988 E O PACTO FEDERATIVO FISCAL - AURÉLIO GUIMARÃES CRUNINEL E PALOS.pdf","293932","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A EFETIVIDADE DA REFORMA TRIBUTÁRIA NO COMBATE À GUERRA FISCAL -.PDF","A EFETIVIDADE DA REFORMA TRIBUTÁRIA NO COMBATE À GUERRA FISCAL -.PDF","327180","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A ineficiência e captura dos recursos públicos - monografiaedersaalves.pdf","A ineficiência e captura dos recursos públicos - monografiaedersaalves.pdf","274441","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A política recente de fundos no pacto federativo - José Marcelino de Rezende Pinto.pdf","A política recente de fundos no pacto federativo - José Marcelino de Rezende Pinto.pdf","208580","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A reforma tributária em face do pacto federativo - Vania Moschen.pdf","A reforma tributária em face do pacto federativo - Vania Moschen.pdf","399727","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A renúncia de ICMS e pacto federativo - Indelécio José da Silva.pdf","A renúncia de ICMS e pacto federativo - Indelécio José da Silva.pdf","154163","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\A REPRESENTAÇÃO POPULAR NA CÂMARA DOS DEPUTADOS E O PACTO FEDERATIVO NO BRASIL - Marcia Regina da Silva Azevedo.pdf","A REPRESENTAÇÃO POPULAR NA CÂMARA DOS DEPUTADOS E O PACTO FEDERATIVO NO BRASIL - Marcia Regina da Silva Azevedo.pdf","476155","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\a1228100.pdf","a1228100.pdf","241348","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\EDITAL Nº 03-2012 - EAGU.pdf","EDITAL Nº 03-2012 - EAGU.pdf","2871853","2016-03-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\FEDERALISMO FISCAL E PACTO FEDERATIVO  - Wladimir Ribeiro Soares.pdf","FEDERALISMO FISCAL E PACTO FEDERATIVO  - Wladimir Ribeiro Soares.pdf","38189","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Fundo de Participação dos Estados Perspectivas de Mudanças - Marcos Tadeu Napoleão de Souza.pdf","Fundo de Participação dos Estados Perspectivas de Mudanças - Marcos Tadeu Napoleão de Souza.pdf","161647","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Fundo de PArticipação dos Estados sugestões e critérios após STF - Marcos Mendes.pdf","Fundo de PArticipação dos Estados sugestões e critérios após STF - Marcos Mendes.pdf","284124","2016-03-24","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\GUERRA FISCAL, DESENVOLVIMENTO DESIGUAL E relações federativas no Brasil - Otávio Soares Dulci.pdf","GUERRA FISCAL, DESENVOLVIMENTO DESIGUAL E relações federativas no Brasil - Otávio Soares Dulci.pdf","178099","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Links interessantes.txt","Links interessantes.txt","646","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\O PACTO FEDERATIVO E A COMPETÊNCIA CONCORRENTE - Pedro Henrique Macedo Nora.pdf","O PACTO FEDERATIVO E A COMPETÊNCIA CONCORRENTE - Pedro Henrique Macedo Nora.pdf","113421","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\O pacto federativo em questão - MARIA TEREZA SADECK.pdf","O pacto federativo em questão - MARIA TEREZA SADECK.pdf","56670","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Os entes federativos e os instrumentos de manutenção do pacto federativo brasileiro - Marina Gois Mouta.pdf","Os entes federativos e os instrumentos de manutenção do pacto federativo brasileiro - Marina Gois Mouta.pdf","294540","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Pacto Federativo A questão do pré-sal - Felipe Wagner da Rosa.pdf","Pacto Federativo A questão do pré-sal - Felipe Wagner da Rosa.pdf","460665","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Pacto Federativo Distorções e Consequencias - Serafim Fernandes Correa.pdf","Pacto Federativo Distorções e Consequencias - Serafim Fernandes Correa.pdf","152196","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Pacto Federativo e a Política Sanitária Municipal Brasileira - Mônica Cúrcio.pdf","Pacto Federativo e a Política Sanitária Municipal Brasileira - Mônica Cúrcio.pdf","974519","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\PACTO FEDERATIVO.pdf","PACTO FEDERATIVO.pdf","73963","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Princípio Federativo e Federação - Roque Antônio Carazza.pdf","Princípio Federativo e Federação - Roque Antônio Carazza.pdf","2450567","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Projeto de Pesquisa Pós-graduação latu sensu UNB.doc","Projeto de Pesquisa Pós-graduação latu sensu UNB.doc","71168","2012-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM DIREITO TRIBUTÁRIO\PACTO FEDERATIVO\Projeto de Pesquisa UNB - FINAL.rtf","Projeto de Pesquisa UNB - FINAL.rtf","36350","2013-04-14","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\A constitucionalização do direito e suas repercussões no âmbito administrativo.pdf","A constitucionalização do direito e suas repercussões no âmbito administrativo.pdf","25264131","2019-04-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\A Lei de Introdução às normas do direito brasileiro e sua renovação.pdf","A Lei de Introdução às normas do direito brasileiro e sua renovação.pdf","11911379","2019-06-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\As crises da noção de interesse público e o Direito Administrativo.pdf","As crises da noção de interesse público e o Direito Administrativo.pdf","19840207","2019-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Ato administrativo - origem, concepções, abrangência.pdf","Ato administrativo - origem, concepções, abrangência.pdf","18727358","2019-04-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Ato administrativo e procedimento administrativo.pdf","Ato administrativo e procedimento administrativo.pdf","37710502","2019-05-03","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Atuais rumos do processo administrativo.pdf","Atuais rumos do processo administrativo.pdf","15207544","2019-04-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\BARROSO, Luis Roberto - Neoconstitucionalismo e a constitucionalização do direito.pdf","BARROSO, Luis Roberto - Neoconstitucionalismo e a constitucionalização do direito.pdf","2086322","2019-03-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Comentários gerais ao dispositivo art. 23 da LINDB.pdf","Comentários gerais ao dispositivo art. 23 da LINDB.pdf","9201159","2019-06-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Concepções e funções do processo administrativo.pdf","Concepções e funções do processo administrativo.pdf","12122470","2019-05-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Interesses públicos e interesses privados.pdf","Interesses públicos e interesses privados.pdf","21241647","2019-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\José María Rodríguez de Santiago.docx","José María Rodríguez de Santiago.docx","206580","2019-06-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\O princípio da non reformatio in pejus e o controle de legalidade no processo administrativo.pdf","O princípio da non reformatio in pejus e o controle de legalidade no processo administrativo.pdf","12944715","2019-06-17","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Processo administrativo eletrônico.pdf","Processo administrativo eletrônico.pdf","15259111","2019-05-22","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Processo administrativo em evolução.pdf","Processo administrativo em evolução.pdf","16379633","2019-04-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\Relatório de atividade didática.docx","Relatório de atividade didática.docx","31137","2019-06-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\SANTIAGO, José Maía Rodriguez de - La ponderación de bienes e intereses en el derecho administrativo.pdf","SANTIAGO, José Maía Rodriguez de - La ponderación de bienes e intereses en el derecho administrativo.pdf","9303425","2019-06-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\Disciplinas (créditos)\TÓPICOS EM PROCESSO ADMINSTRATIVO\VIEIRA, Tarcísio - Democracia participativa - o exercício da cidadania para além do direito ao voto.pdf","VIEIRA, Tarcísio - Democracia participativa - o exercício da cidadania para além do direito ao voto.pdf","5947310","2019-08-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\Agenda da defesa.pdf","Agenda da defesa.pdf","290405","2021-07-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\Anotações da defesa de dissertação.pdf","Anotações da defesa de dissertação.pdf","711939","2021-07-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\Arquivos da defesa de dissertação.zip","Arquivos da defesa de dissertação.zip","1410483","2021-07-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\CHIARAMONTE, Maurício Augusto - Judicialização das eleições_perfil dos casos de abuso de poder no TSE.pdf","CHIARAMONTE, Maurício Augusto - Judicialização das eleições_perfil dos casos de abuso de poder no TSE.pdf","1357183","2021-07-11","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\Declaração carga horária mestrado UnB.pdf","Declaração carga horária mestrado UnB.pdf","481141","2024-04-26","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\Dissertação (v. final) - CHIARAMONTE, Maurício Augusto.docx","Dissertação (v. final) - CHIARAMONTE, Maurício Augusto.docx","719611","2024-08-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Ata de defesa.pdf","Ata de defesa.pdf","89373","2021-07-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Declaração de propriedade intelectual.pdf","Declaração de propriedade intelectual.pdf","91506","2021-07-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Formulário - Banca - membro externo.docx","Formulário - Banca - membro externo.docx","28624","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Formulário - Banca Examinadora - membro externo.pdf","Formulário - Banca Examinadora - membro externo.pdf","55731","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Formulário - Pós-defesa.docx","Formulário - Pós-defesa.docx","64476","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Formulário - Pós-defesa.pdf","Formulário - Pós-defesa.pdf","147789","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Homologação de defesa.pdf","Homologação de defesa.pdf","99366","2021-07-29","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Relatório de defesa.pdf","Relatório de defesa.pdf","106847","2021-07-13","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Termo de autorização.doc","Termo de autorização.doc","76800","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\Termo de autorização.pdf","Termo de autorização.pdf","206329","2021-07-12","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)\Ata de defesa.pdf","Ata de defesa.pdf","96255","2021-08-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)\Diploma.pdf","Diploma.pdf","482686","2021-08-14","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)\Histórico.pdf","Histórico.pdf","65163","2021-08-16","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)\Termo de autorização BDJE.pdf","Termo de autorização BDJE.pdf","279959","2021-10-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\DISSERTAÇÃO\DEPÓSITO\SEI (no TSE)\Termo de autorização.docx","Termo de autorização.docx","48854","2021-10-05","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Certificado - Maurício Augusto Chiaramonte Vieira.pdf","Certificado - Maurício Augusto Chiaramonte Vieira.pdf","385996","2024-10-10","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Como começar o trabalho (L1 - Gov. Eleitoral).pptx","Como começar o trabalho (L1 - Gov. Eleitoral).pptx","43257","2024-01-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Escopo.docx","Escopo.docx","13834","2024-01-30","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Materiais de aula.zip","Materiais de aula.zip","4173016","2024-01-09","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Mozaffar and Schedler 2002_tradução.pdf","Mozaffar and Schedler 2002_tradução.pdf","931479","2024-01-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\plano de trabalho.xlsx","plano de trabalho.xlsx","11412","2024-01-07","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\sondagem subgrupos linha 1 (respostas).xlsx","sondagem subgrupos linha 1 (respostas).xlsx","9860","2024-01-08","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1932.docx","1932.docx","112544","2024-03-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1932.pdf","1932.pdf","501065","2024-03-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1933.docx","1933.docx","199355","2024-03-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1933.pdf","1933.pdf","976294","2024-03-20","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1934.docx","1934.docx","112964","2024-04-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1934.pdf","1934.pdf","547994","2024-04-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1935.docx","1935.docx","262234","2024-04-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1935.pdf","1935.pdf","1411291","2024-04-04","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1936 (1).xlsx","1936 (1).xlsx","64243","2024-09-19","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1936.docx","1936.docx","156625","2025-04-08","4199968"
"OneDrive - TRIBUNAL SUPERIOR ELEITORAL\Documentos\TESE\GRUPO TSE\Abordagem histórica\1936.pdf","1936.pdf","912360","2024-04-04","4199968"
