data_sessao,tribunal,tipo,num_ordinal,pagina,n_boletim_be,data_boletim,arquivo_destino,origem
1935-06-24,superior,ordinaria,,3,74,1935-07-04,1935-07-04 - BE n074 [99757].pdf,BEs 1935\JULHO\04\99757\00000001.pdf
1935-07-01,superior,ordinaria,,3,79,1935-07-16,1935-07-16 - BE n079 [99762].pdf,BEs 1935\JULHO\16\99762\00000006.pdf
1935-07-05,superior,ordinaria,,3,79,1935-07-16,1935-07-16 - BE n079 [99762].pdf,BEs 1935\JULHO\16\99762\00000006.pdf
1935-07-12,superior,ordinaria,,4,83,1935-07-25,1935-07-25 - BE n083 [99766].pdf,BEs 1935\JULHO\25\99766\00000010.pdf
1935-07-15,superior,ordinaria,69,4,83,1935-07-25,1935-07-25 - BE n083 [99766].pdf,BEs 1935\JULHO\25\99766\00000010.pdf
1935-07-17,superior,ordinaria,,2,86,1935-08-01,1935-08-01 - BE n086 [99769].pdf,BEs 1935\AGOSTO\01\99769\00000013.pdf
1935-07-19,superior,ordinaria,71,3,89,1935-08-08,1935-08-08 - BE n089 [99772].pdf,BEs 1935\AGOSTO\08\99772\00000016.pdf
1935-07-22,regional,,30,9,,1936-08-11,1936-08-11 - BE [100137].pdf,BEs 1936\AGOSTO\11\100137\00000019.pdf
1935-07-22,superior,ordinaria,72,4,89,1935-08-08,1935-08-08 - BE n089 [99772].pdf,BEs 1935\AGOSTO\08\99772\00000016.pdf
1935-08-05,superior,ordinaria,,3,94,1935-08-20,1935-08-20 - BE n094 [99777].pdf,BEs 1935\AGOSTO\20\99777\00000021.pdf
1935-08-07,regional,,,5,95,1935-08-22,1935-08-22 - BE n095 [99778].pdf,BEs 1935\AGOSTO\22\99778\00000022.pdf
1935-08-11,superior,ordinaria,82,3,95,1935-08-22,1935-08-22 - BE n095 [99778].pdf,BEs 1935\AGOSTO\22\99778\00000022.pdf
1935-08-19,superior,ordinaria,,3,98,1935-08-29,1935-08-29 - BE n098 [99781].pdf,BEs 1935\AGOSTO\29\99781\00000025.pdf
1935-08-23,superior,ordinaria,86,2,,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf
1935-08-28,regional,,,3,100,1935-09-17,1935-09-17 - BE n100 [99829].pdf,BEs 1935\SETEMBRO\17\99829\00000007.pdf
1935-08-28,superior,ordinaria,88,3,,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf
1935-09-02,superior,ordinaria,90,4,,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf
1935-09-04,superior,ordinaria,,4,,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf
1935-09-06,superior,ordinaria,921,3,,1935-09-21,1935-09-21 - BE [99831].pdf,BEs 1935\SETEMBRO\21\99831\00000009.pdf
1935-09-09,superior,ordinaria,,2,,1935-10-01,1935-10-01 - BE [99835].pdf,BEs 1935\OUTUBRO\01\99835\00000013.pdf
1935-09-12,regional,,,4,,1935-10-01,1935-10-01 - BE [99835].pdf,BEs 1935\OUTUBRO\01\99835\00000013.pdf
1935-09-13,superior,,95,3,,1935-10-01,1935-10-01 - BE [99835].pdf,BEs 1935\OUTUBRO\01\99835\00000013.pdf
1935-09-16,superior,ordinaria,96,2,116,1935-10-10,1935-10-10 - BE n116 [99839].pdf,BEs 1935\OUTUBRO\10\99839\00000017.pdf
1935-09-17,regional,,,5,,1935-10-01,1935-10-01 - BE [99835].pdf,BEs 1935\OUTUBRO\01\99835\00000013.pdf
1935-09-18,superior,,97,3,116,1935-10-10,1935-10-10 - BE n116 [99839].pdf,BEs 1935\OUTUBRO\10\99839\00000017.pdf
1935-09-23,superior,ordinaria,99,2,,1935-10-17,1935-10-17 - BE [99842].pdf,BEs 1935\OUTUBRO\17\99842\00000020.pdf
1935-09-24,regional,,,5,,1935-10-31,1935-10-31 - BE [99848].pdf,BEs 1935\OUTUBRO\31\99848\00000026.pdf
1935-09-24,superior,extraordinaria,23,3,120,1935-10-19,1935-10-19 - BE n120 [99843].pdf,BEs 1935\OUTUBRO\19\99843\00000021.pdf
1935-09-25,superior,ordinaria,100,3,120,1935-10-19,1935-10-19 - BE n120 [99843].pdf,BEs 1935\OUTUBRO\19\99843\00000021.pdf
1935-10-01,regional,,,7,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-10-04,superior,ordinaria,103,3,122,1935-10-24,1935-10-24 - BE n122 [99845].pdf,BEs 1935\OUTUBRO\24\99845\00000023.pdf
1935-10-08,regional,,52,8,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-10-10,regional,,53,6,,1935-10-31,1935-10-31 - BE [99848].pdf,BEs 1935\OUTUBRO\31\99848\00000026.pdf
1935-10-23,regional,,54,9,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-10-28,superior,ordinaria,111,3,,1935-11-12,1935-11-12 - BE [99900].pdf,BEs 1935\NOVEMBRO\12\99900\00000005.pdf
1935-10-30,regional,,55,11,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-11-06,regional,,,12,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-11-06,superior,ordinaria,114,3,,1935-11-19,1935-11-19 - BE [99904].pdf,BEs 1935\NOVEMBRO\19\99904\00000008.pdf
1935-11-11,superior,ordinaria,116,3,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-11-13,superior,ordinaria,,3,135,1935-11-23,1935-11-23 - BE n135 [99906].pdf,BEs 1935\NOVEMBRO\23\99906\00000010.pdf
1935-11-18,superior,ordinaria,118,3,,1935-11-26,1935-11-26 - BE [99908].pdf,BEs 1935\NOVEMBRO\26\99908\00000011.pdf
1935-11-18,superior,ordinaria,118,3,137,1935-11-28,1935-11-28 - BE n137 [99909].pdf,BEs 1935\NOVEMBRO\28\99909\00000012.pdf
1935-11-25,superior,ordinaria,121,3,,1935-11-30,1935-11-30 - BE [99911].pdf,BEs 1935\NOVEMBRO\30\99911\00000013.pdf
1935-11-29,superior,ordinaria,,3,,1935-12-05,1935-12-05 - BE [99915].pdf,BEs 1935\DEZEMBRO\05\99915\00000015.pdf
1935-12-02,superior,ordinaria,,2,,1935-12-12,1935-12-12 - BE [99920].pdf,BEs 1935\DEZEMBRO\12\99920\00000018.pdf
1935-12-04,superior,ordinaria,125,3,,1935-12-12,1935-12-12 - BE [99920].pdf,BEs 1935\DEZEMBRO\12\99920\00000018.pdf
1935-12-18,regional,,,7,,1936-02-01,1936-02-01 - BE [99946].pdf,BEs 1936\FEVEREIRO\01\99946\00000014.pdf
1935-12-23,superior,ordinaria,,3,,1936-01-07,1936-01-07 - BE [99935].pdf,BEs 1936\JANEIRO\07\99935\00000003.pdf
1935-12-25,superior,ordinaria,,2,14,1935-12-24,1935-12-24 - BE n014 [99925].pdf,BEs 1935\DEZEMBRO\24\99925\00000023.pdf
1935-12-26,regional,,,9,,1936-02-01,1936-02-01 - BE [99946].pdf,BEs 1936\FEVEREIRO\01\99946\00000014.pdf
1935-12-27,superior,ordinaria,,3,,1936-01-07,1936-01-07 - BE [99935].pdf,BEs 1936\JANEIRO\07\99935\00000003.pdf
1936-01-03,superior,ordinaria,,3,,1936-01-09,1936-01-09 - BE [99936].pdf,BEs 1936\JANEIRO\09\99936\00000004.pdf
1936-01-08,superior,ordinaria,,4,,1936-01-18,1936-01-18 - BE [99940].pdf,BEs 1936\JANEIRO\18\99940\00000008.pdf
1936-01-15,superior,ordinaria,,3,,1936-01-28,1936-01-28 - BE [99944].pdf,BEs 1936\JANEIRO\28\99944\00000012.pdf
1936-01-17,superior,ordinaria,,4,,1936-01-28,1936-01-28 - BE [99944].pdf,BEs 1936\JANEIRO\28\99944\00000012.pdf
1936-01-20,superior,,,5,,1936-03-07,1936-03-07 - BE [99931].pdf,BEs 1936\MARÇO\07\99931\00000003.pdf
1936-01-20,superior,,,5,,1936-03-07,1936-03-07 - BE [99967].pdf,BEs 1936\MARÇO\07\99967\00000028.pdf
1936-01-22,superior,ordinaria,9,4,,1936-02-01,1936-02-01 - BE [99946].pdf,BEs 1936\FEVEREIRO\01\99946\00000014.pdf
1936-01-27,superior,ordinaria,,4,,1936-02-01,1936-02-01 - BE [99946].pdf,BEs 1936\FEVEREIRO\01\99946\00000014.pdf
1936-01-31,superior,,1,6,,1936-02-06,1936-02-06 - BE [99948].pdf,BEs 1936\FEVEREIRO\06\99948\00000016.pdf
1936-02-02,superior,ordinaria,,4,,1936-03-05,1936-03-05 - BE [99930].pdf,BEs 1936\MARÇO\05\99930\00000002.pdf
1936-02-05,superior,ordinaria,,4,,1936-02-15,1936-02-15 - BE [99952].pdf,BEs 1936\FEVEREIRO\15\99952\00000020.pdf
1936-02-07,superior,ordinaria,,4,,1936-02-15,1936-02-15 - BE [99952].pdf,BEs 1936\FEVEREIRO\15\99952\00000020.pdf
1936-02-14,superior,ordinaria,18,4,23,1936-02-22,1936-02-22 - BE n023 [99955].pdf,BEs 1936\FEVEREIRO\22\99955\00000023.pdf
1936-02-19,superior,ordinaria,19,4,23,1936-02-22,1936-02-22 - BE n023 [99955].pdf,BEs 1936\FEVEREIRO\22\99955\00000023.pdf
1936-02-21,superior,ordinaria,20,4,,1936-03-05,1936-03-05 - BE [99965].pdf,BEs 1936\MARÇO\05\99965\00000027.pdf
1936-03-02,superior,ordinaria,21,4,,1936-03-07,1936-03-07 - BE [99967].pdf,BEs 1936\MARÇO\07\99967\00000028.pdf
1936-03-04,regional,,,17,,1936-04-09,1936-04-09 - BE [99983].pdf,BEs 1936\ABRIL\09\99983\00000017.pdf
1936-03-04,superior,ordinaria,22,5,31,1936-03-14,1936-03-14 - BE n031 [99972].pdf,BEs 1936\MARÇO\14\99972\00000031.pdf
1936-03-09,superior,ordinaria,,5,31,1936-03-14,1936-03-14 - BE n031 [d77c935f].pdf,BEs 1936\MARÇO\00000006 (1936).pdf
1936-03-09,superior,ordinaria,23,5,31,1936-03-14,1936-03-14 - BE n031 [99972].pdf,BEs 1936\MARÇO\14\99972\00000031.pdf
1936-03-13,superior,ordinaria,24,4,,1935-03-19,1935-03-19 - BE [99961].pdf,BEs 1935\MARÇO\19\99961\00000008  (março .33).pdf
1936-03-13,superior,ordinaria,24,4,,1936-03-19,1936-03-19 - BE [99974].pdf,BEs 1936\MARÇO\19\99974\00000033.pdf
1936-03-18,superior,,26,4,,1936-03-26,1936-03-26 - BE [99978].pdf,BEs 1936\MARÇO\26\99978\00000036.pdf
1936-03-25,superior,ordinaria,27,4,,1936-03-31,1936-03-31 - BE [99981].pdf,BEs 1936\MARÇO\31\99981\00000038.pdf
1936-03-25,superior,ordinaria,27,4,38,1936-03-31,1936-03-31 - BE n038 [99969].pdf,BEs 1936\MARÇO\31\99969\00000013.pdf
1936-03-27,superior,,2,4,,1936-04-02,1936-04-02 - BE [99977].pdf,BEs 1936\ABRIL\02\99977\00000014.pdf
1936-04-01,superior,,,9,52,1936-05-05,1936-05-05 - BE n052 [99993].pdf,BEs 1936\MAIO\05\99993\00000002.pdf
1936-04-01,superior,ordinaria,30,4,,1936-04-04,1936-04-04 - BE [99979].pdf,BEs 1936\ABRIL\04\99979\00000015.pdf
1936-04-03,superior,ordinaria,31,4,,1936-04-09,1936-04-09 - BE [99983].pdf,BEs 1936\ABRIL\09\99983\00000017.pdf
1936-04-06,superior,ordinaria,32,4,,1936-04-09,1936-04-09 - BE [99983].pdf,BEs 1936\ABRIL\09\99983\00000017.pdf
1936-04-08,superior,ordinaria,33,4,,1936-04-16,1936-04-16 - BE [99985].pdf,BEs 1936\ABRIL\16\99985\00000019.pdf
1936-04-13,superior,,,9,52,1936-05-05,1936-05-05 - BE n052 [99993].pdf,BEs 1936\MAIO\05\99993\00000002.pdf
1936-04-15,superior,,,10,52,1936-05-05,1936-05-05 - BE n052 [99993].pdf,BEs 1936\MAIO\05\99993\00000002.pdf
1936-04-20,superior,ordinaria,,4,47,1936-04-23,1936-04-23 - BE n047 [99988].pdf,BEs 1936\ABRIL\23\99988\00000022.pdf
1936-04-22,superior,,17,13,62,1936-05-23,1936-05-23 - BE n062 [575e5a4f].pdf,BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf
1936-04-22,superior,ordinaria,37,5,48,1936-04-25,1936-04-25 - BE n048 [99989].pdf,BEs 1936\ABRIL\25\99989\00000023.pdf
1936-04-29,superior,ordinaria,,5,,1936-05-07,1936-05-07 - BE [99994].pdf,BEs 1936\MAIO\07\99994\00000003.pdf
1936-05-03,superior,ordinaria,43,5,,1936-05-14,1936-05-14 - BE [99998].pdf,BEs 1936\MAIO\14\99998\00000006.pdf
1936-05-04,superior,ordinaria,41,6,,1936-05-07,1936-05-07 - BE [99994].pdf,BEs 1936\MAIO\07\99994\00000003.pdf
1936-05-11,superior,ordinaria,44,4,,1936-05-16,1936-05-16 - BE [99999].pdf,BEs 1936\MAIO\16\99999\00000007.pdf
1936-05-13,superior,ordinaria,,5,58,1936-05-19,1936-05-19 - BE n058 [100000].pdf,BEs 1936\MAIO\19\100000\00000008.pdf
1936-05-20,superior,,48,5,62,1936-05-23,1936-05-23 - BE n062 [575e5a4f].pdf,BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf
1936-05-22,superior,,49,6,62,1936-05-23,1936-05-23 - BE n062 [575e5a4f].pdf,BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf
1936-05-25,superior,ordinaria,50,2,62,1936-05-23,1936-05-23 - BE n062 [575e5a4f].pdf,BEs 1936\MAIO\23_1936_boletim_eleitoral_a5_n62.pdf
1936-06-03,regional,,,12,,1936-07-14,1936-07-14 - BE [100024].pdf,BEs 1936\JULHO\14\100024\00000006.pdf
1936-06-05,superior,ordinaria,55,3,67,1936-06-09,1936-06-09 - BE n067 [8c71f035].pdf,BEs 1936\JUNHO\1936_boletim_eleitoral_a5_n67.pdf
1936-06-08,superior,,56,3,68,1936-05-30,1936-05-30 - BE n068 [f8c403d8].pdf,BEs 1936\JUNHO\1936_boletim_eleitoral_a5_n68.pdf
1936-06-10,regional,,,11,,1936-07-16,1936-07-16 - BE [100025].pdf,BEs 1936\JULHO\16\100025\00000007.pdf
1936-06-12,superior,,58,4,70,1936-06-16,1936-06-16 - BE n070 [100012].pdf,BEs 1936\JUNHO\16\100012\00000020.pdf
1936-06-12,superior,ordinaria,,2,70,1936-06-16,1936-06-16 - BE n070 [100012].pdf,BEs 1936\JUNHO\16\100012\00000020.pdf
1936-06-15,superior,ordinaria,59,6,,1936-06-20,1936-06-20 - BE [100014].pdf,BEs 1936\JUNHO\20\100014\00000022.pdf
1936-06-17,superior,ordinaria,,6,,1936-06-20,1936-06-20 - BE [100014].pdf,BEs 1936\JUNHO\20\100014\00000022.pdf
1936-06-19,superior,ordinaria,61,5,,1936-06-23,1936-06-23 - BE [100015].pdf,BEs 1936\JUNHO\23\100015\00000023.pdf
1936-06-24,regional,,26,13,,1936-07-14,1936-07-14 - BE [100024].pdf,BEs 1936\JULHO\14\100024\00000006.pdf
1936-06-26,superior,ordinaria,64,5,,1936-07-02,1936-07-02 - BE [100019].pdf,BEs 1936\JULHO\02\100019\00000001.pdf
1936-07-08,superior,ordinaria,68,5,,1936-07-11,1936-07-11 - BE [100023].pdf,BEs 1936\JULHO\11\100023\00000005.pdf
1936-07-10,superior,ordinaria,69,4,,1936-07-14,1936-07-14 - BE [100024].pdf,BEs 1936\JULHO\14\100024\00000006.pdf
1936-07-13,superior,ordinaria,70,5,,1936-07-16,1936-07-16 - BE [100025].pdf,BEs 1936\JULHO\16\100025\00000007.pdf
1936-07-15,regional,,29,12,,1936-07-28,1936-07-28 - BE [100124].pdf,BEs 1936\JULHO\28\100124\00000012.pdf
1936-07-20,superior,ordinaria,73,5,,1936-07-23,1936-07-23 - BE [100122].pdf,BEs 1936\JULHO\23\100122\00000010.pdf
1936-07-22,superior,ordinaria,74,4,,1936-07-25,1936-07-25 - BE [100123].pdf,BEs 1936\JULHO\25\100123\00000011.pdf
1936-07-24,superior,ordinaria,75,4,,1936-07-28,1936-07-28 - BE [100124].pdf,BEs 1936\JULHO\28\100124\00000012.pdf
