id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
15,15,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,artigo,Art. 6º,,Art. 6º,,,,,"Art. 6º O alistamento e o voto são obrigatórios para os brasileiros de um e outro sexo, salvo:","V. CF/1988, art. 14, § 1º, I e II: obrigatoriedade/ facultatividade do alistamento e do voto.
Ac.-TSE, de 10/2/2015, no PA n. 191930 e, de 6/12/2011, no PA n. 180681: alistamento facultativo dos indígenas, independentemente da categorização prevista em legislação infraconstitucional, observadas as exigências de natureza constitucional e eleitoral pertinentes à matéria.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""V. CF/1988, art. 14, § 1º, I e II: obrigatoriedade/ facultatividade do alistamento e do voto."", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Ac.-TSE, de 10/2/2015, no PA n. 191930 e, de 6/12/2011, no PA n. 180681: alistamento facultativo dos indígenas, independentemente da categorização prevista em legislação infraconstitucional, observadas as exigências de natureza constitucional e eleitoral pertinentes à matéria."", ""pagina_inicial"": 28, ""pagina_final"": 28}]",2,"CF/1988, art. 14, § 1º, I e II: obrigatoriedade/ facultatividade do alistamento e do voto","Ac.-TSE, de 10/2/2015, no PA n. 191930; PA n. 180681",,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º Tipo: artigo Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Páginas: 28-28 Resumo: Art. 6º: O alistamento e o voto são obrigatórios para os brasileiros de um e outro sexo, salvo: | 2 nota(s) vinculada(s); jurisprudência extraída das notas Referências jurisprudenciais: Ac.-TSE, de 10/2/2015, no PA n. 191930; PA n. 180681 Art. 6º O alistamento e o voto são obrigatórios para os brasileiros de um e outro sexo, salvo: Notas vinculadas: V. CF/1988, art. 14, § 1º, I e II: obrigatoriedade/ facultatividade do alistamento e do voto. Ac.-TSE, de 10/2/2015, no PA n. 191930 e, de 6/12/2011, no PA n. 180681: alistamento facultativo dos indígenas, independentemente da categorização prevista em legislação infraconstitucional, observadas as exigências de natureza constitucional e eleitoral pertinentes à matéria.","Art. 6º: O alistamento e o voto são obrigatórios para os brasileiros de um e outro sexo, salvo: | 2 nota(s) vinculada(s); jurisprudência extraída das notas",alistamento; voto; julho; parte; primeira; introducao; obrigatorios; brasileiros; outro; sexo,True,1014,254,001_lei_4737_1965_codigo_eleitoral:15,001_lei_4737_1965_codigo_eleitoral.csv,,
16,16,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,inciso,"Art. 6º, I",Art. 6º,Art. 6º,,I,,,I - quanto ao alistamento:,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, I Tipo: inciso Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:15 Páginas: 28-28 Resumo: Art. 6º, I, subordinado a Art. 6º: quanto ao alistamento: I - quanto ao alistamento:","Art. 6º, I, subordinado a Art. 6º: quanto ao alistamento:",julho; parte; primeira; introducao; quanto; alistamento,True,464,116,001_lei_4737_1965_codigo_eleitoral:16,001_lei_4737_1965_codigo_eleitoral.csv,15,001_lei_4737_1965_codigo_eleitoral:15
17,17,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, I, a)","Art. 6º, I",Art. 6º,,I,a),,a) os inválidos;,"Res.-TSE n. 23659/2021, art. 12, parágrafo único: a JE empreenderá meios destinados a assegurar o alistamento e o exercício dos direitos políticos por pessoas com deficiência.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Res.-TSE n. 23659/2021, art. 12, parágrafo único: a JE empreenderá meios destinados a assegurar o alistamento e o exercício dos direitos políticos por pessoas com deficiência."", ""pagina_inicial"": 28, ""pagina_final"": 28}]",1,Res.-TSE n. 23659/2021,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, I, a) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, I ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:16 Páginas: 28-28 Resumo: Art. 6º, I, a), subordinado a Art. 6º, I: os inválidos; | 1 nota(s) vinculada(s) a) os inválidos; Notas vinculadas: Res.-TSE n. 23659/2021, art. 12, parágrafo único: a JE empreenderá meios destinados a assegurar o alistamento e o exercício dos direitos políticos por pessoas com deficiência.","Art. 6º, I, a), subordinado a Art. 6º, I: os inválidos; | 1 nota(s) vinculada(s)",julho; parte; primeira; introducao; invalidos; paragrafo; unico; empreendera; meios; destinados,True,678,170,001_lei_4737_1965_codigo_eleitoral:17,001_lei_4737_1965_codigo_eleitoral.csv,16,001_lei_4737_1965_codigo_eleitoral:16
18,18,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, I, b)","Art. 6º, I",Art. 6º,,I,b),,b) os maiores de setenta anos;,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, I, b) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, I ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:16 Páginas: 28-28 Resumo: Art. 6º, I, b), subordinado a Art. 6º, I: os maiores de setenta anos; b) os maiores de setenta anos;","Art. 6º, I, b), subordinado a Art. 6º, I: os maiores de setenta anos;",julho; parte; primeira; introducao; maiores; setenta; anos,True,487,122,001_lei_4737_1965_codigo_eleitoral:18,001_lei_4737_1965_codigo_eleitoral.csv,16,001_lei_4737_1965_codigo_eleitoral:16
19,19,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, I, c)","Art. 6º, I",Art. 6º,,I,c),,c) os que se encontrem fora do país;,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, I, c) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, I ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:16 Páginas: 28-28 Resumo: Art. 6º, I, c), subordinado a Art. 6º, I: os que se encontrem fora do país; c) os que se encontrem fora do país;","Art. 6º, I, c), subordinado a Art. 6º, I: os que se encontrem fora do país;",julho; parte; primeira; introducao; encontrem; fora; pais,True,499,125,001_lei_4737_1965_codigo_eleitoral:19,001_lei_4737_1965_codigo_eleitoral.csv,16,001_lei_4737_1965_codigo_eleitoral:16
20,20,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,inciso,"Art. 6º, II",Art. 6º,Art. 6º,,II,,,II - quanto ao voto:,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, II Tipo: inciso Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:15 Páginas: 28-28 Resumo: Art. 6º, II, subordinado a Art. 6º: quanto ao voto: II - quanto ao voto:","Art. 6º, II, subordinado a Art. 6º: quanto ao voto:",julho; parte; primeira; introducao; quanto; voto,True,453,113,001_lei_4737_1965_codigo_eleitoral:20,001_lei_4737_1965_codigo_eleitoral.csv,15,001_lei_4737_1965_codigo_eleitoral:15
21,21,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, II, a)","Art. 6º, II",Art. 6º,,II,a),,a) os enfermos;,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, II, a) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, II ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:20 Páginas: 28-28 Resumo: Art. 6º, II, a), subordinado a Art. 6º, II: os enfermos; a) os enfermos;","Art. 6º, II, a), subordinado a Art. 6º, II: os enfermos;",julho; parte; primeira; introducao; enfermos,True,461,115,001_lei_4737_1965_codigo_eleitoral:21,001_lei_4737_1965_codigo_eleitoral.csv,20,001_lei_4737_1965_codigo_eleitoral:20
22,22,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, II, b)","Art. 6º, II",Art. 6º,,II,b),,b) os que se encontrem fora do seu domicílio;,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, II, b) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, II ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:20 Páginas: 28-28 Resumo: Art. 6º, II, b), subordinado a Art. 6º, II: os que se encontrem fora do seu domicílio; b) os que se encontrem fora do seu domicílio;","Art. 6º, II, b), subordinado a Art. 6º, II: os que se encontrem fora do seu domicílio;",julho; parte; primeira; introducao; encontrem; fora; domicilio,True,521,130,001_lei_4737_1965_codigo_eleitoral:22,001_lei_4737_1965_codigo_eleitoral.csv,20,001_lei_4737_1965_codigo_eleitoral:20
23,23,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,28,PARTE PRIMEIRA > INTRODUÇÃO,alinea,"Art. 6º, II, c)","Art. 6º, II",Art. 6º,,II,c),,"c) os funcionários civis e os militares, em serviço que os impossibilite de votar.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 6º, II, c) Tipo: alinea Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 6º, II ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:20 Páginas: 28-28 Resumo: Art. 6º, II, c), subordinado a Art. 6º, II: os funcionários civis e os militares, em serviço que os impossibilite de votar. c) os funcionários civis e os militares, em serviço que os impossibilite de votar.","Art. 6º, II, c), subordinado a Art. 6º, II: os funcionários civis e os militares, em serviço que os impossibilite de votar.",julho; parte; primeira; introducao; funcionarios; civis; militares; servico; impossibilite; votar,True,595,149,001_lei_4737_1965_codigo_eleitoral:23,001_lei_4737_1965_codigo_eleitoral.csv,20,001_lei_4737_1965_codigo_eleitoral:20
24,24,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,28,29,PARTE PRIMEIRA > INTRODUÇÃO,artigo,Art. 7º,,Art. 7º,,,,,"Art. 7º O eleitor que deixar de votar e não se justificar perante o juiz eleitoral até trinta dias após a realização da eleição incorrerá na multa de três a dez por cento sobre o salário mínimo da região, imposta pelo juiz eleitoral e cobrada na forma prevista no art. 367.","Caput com redação dada pelo art. 2º da
Lei n. 4.961/1966.
Lei n. 6.091/1974, arts. 7º e 16, e Res.-TSE n. 23659/2021, art. 126, I: prazo de justificação ampliado para 60 dias; no caso de eleitor que esteja no exterior no dia da eleição, prazo de 30 dias contados de seu retorno ao país.
Res.-TSE n. 23689/2022 e Res.-TSE n. 23637/2021: suspensão, por prazo indeterminado, dos efeitos previstos neste artigo e prorrogação da suspensão de ativação do Código ASE referente à ausência às urnas nas eleições de 2020, em razão da pandemia da Covid-19.
V. Res.-TSE n. 23659/2021, art. 127, caput: multa pelo não exercício do voto no percentual mínimo de 3% e máximo de 10%; art. 129, § 1º: multa pelo não comparecimento aos trabalhos eleitorais sem justificativa no percentual mínimo de 10% e máximo de 50%. Nas duas situações, a multa será calculada sobre o valor-base indicado no art. 133, correspondente a R$35,13 (trinta e cinco reais e treze centavos).
V. CF/1988, art. 7º, IV: vedação da vinculação do salário mínimo para qualquer fim.
V. art. 231 deste código. V. Res.-TSE n. 23659/2021, art. 15, caput: isenta
de sanção as pessoas com deficiência nos casos que especifica.","[{""ordem"": 1, ""marcador"": ""continuação"", ""texto"": ""Caput com redação dada pelo art. 2º da"", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Lei n. 4.961/1966."", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 3, ""marcador"": ""ticado"", ""texto"": ""Lei n. 6.091/1974, arts. 7º e 16, e Res.-TSE n. 23659/2021, art. 126, I: prazo de justificação ampliado para 60 dias; no caso de eleitor que esteja no exterior no dia da eleição, prazo de 30 dias contados de seu retorno ao país."", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 4, ""marcador"": ""ticado"", ""texto"": ""Res.-TSE n. 23689/2022 e Res.-TSE n. 23637/2021: suspensão, por prazo indeterminado, dos efeitos previstos neste artigo e prorrogação da suspensão de ativação do Código ASE referente à ausência às urnas nas eleições de 2020, em razão da pandemia da Covid-19."", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 5, ""marcador"": ""ticado"", ""texto"": ""V. Res.-TSE n. 23659/2021, art. 127, caput: multa pelo não exercício do voto no percentual mínimo de 3% e máximo de 10%; art. 129, § 1º: multa pelo não comparecimento aos trabalhos eleitorais sem justificativa no percentual mínimo de 10% e máximo de 50%. Nas duas situações, a multa será calculada sobre o valor-base indicado no art. 133, correspondente a R$35,13 (trinta e cinco reais e treze centavos)."", ""pagina_inicial"": 28, ""pagina_final"": 28}, {""ordem"": 6, ""marcador"": ""ticado"", ""texto"": ""V. CF/1988, art. 7º, IV: vedação da vinculação do salário mínimo para qualquer fim."", ""pagina_inicial"": 29, ""pagina_final"": 29}, {""ordem"": 7, ""marcador"": ""quadrado"", ""texto"": ""V. art. 231 deste código. V. Res.-TSE n. 23659/2021, art. 15, caput: isenta"", ""pagina_inicial"": 29, ""pagina_final"": 29}, {""ordem"": 8, ""marcador"": ""quadrado"", ""texto"": ""de sanção as pessoas com deficiência nos casos que especifica."", ""pagina_inicial"": 29, ""pagina_final"": 29}]",8,"CF/1988, art. 7º, IV: vedação da vinculação do salário mínimo para qualquer fim; Lei n. 4.961/1966; Lei n. 6.091/1974; Res.-TSE n. 23659/2021; Res.-TSE n. 23689/2022; Res.-TSE n. 23637/2021",,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 7º Tipo: artigo Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Páginas: 28-29 Resumo: Art. 7º: O eleitor que deixar de votar e não se justificar perante o juiz eleitoral até trinta dias após a realização da eleição incorrerá na multa de três a dez por cento sobre o salário mínimo da região, imposta pelo juiz eleitoral e cobrada na forma prevista no art. 367. | 8 nota(s) vinculada(s) Art. 7º O eleitor que deixar de votar e não se justificar perante o juiz eleitoral até trinta dias após a realização da eleição incorrerá na multa de três a dez por cento sobre o salário mínimo da região, imposta pelo juiz eleitoral e cobrada na forma prevista no art. 367. Notas vinculadas: Caput com redação dada pelo art. 2º da Lei n. 4.961/1966. Lei n. 6.091/1974, arts. 7º e 16, e Res.-TSE n. 23659/2021, art. 126, I: prazo de justificação ampliado para 60 dias; no caso de eleitor que esteja no exterior no dia da eleição, prazo de 30 dias contados de seu retorno ao país. Res.-TSE n. 23689/2022 e Res.-TSE n. 23637/2021: suspensão, por prazo indeterminado, dos efeitos previstos neste artigo e prorrogação da suspensão de ativação do Código ASE referente à ausência às urnas nas eleições de 2020, em razão da pandemia da Covid-19. V. Res.-TSE n. 23659/2021, art. 127, caput: multa pelo não exercício do voto no percentual mínimo de 3% e máximo de 10%; art. 129, § 1º: multa pelo não comparecimento aos trabalhos eleitorais sem justificativa no percentual mínimo de 10% e máximo de 50%. Nas duas situações, a multa será calculada sobre o valor-base indicado no art. 133, correspondente a R$35,13 (trinta e cinco reais e treze centavos). V. CF/1988, art. 7º, IV: vedação da vinculação do salário mínimo para qualquer fim. V. art. 231 deste código. V. Res.-TSE n. 23659/2021, art. 15, caput: isenta de sanção as pessoas com deficiência nos casos que especifica.","Art. 7º: O eleitor que deixar de votar e não se justificar perante o juiz eleitoral até trinta dias após a realização da eleição incorrerá na multa de três a dez por cento sobre o salário mínimo da região, imposta pelo juiz eleitoral e cobrada na forma prevista no art. 367. | 8 nota(s) vinculada(s)",multa; minimo; dias; caput; prazo; eleitor; juiz; eleitoral; trinta; eleicao,True,2056,514,001_lei_4737_1965_codigo_eleitoral:24,001_lei_4737_1965_codigo_eleitoral.csv,,
25,25,Codigo_Eleitoral_2026_anotado.pdf,lei_4737_1965,"Lei n. 4.737, de 15 de julho de 1965",Código Eleitoral,Código Eleitoral,Código Eleitoral,29,29,PARTE PRIMEIRA > INTRODUÇÃO,paragrafo,"Art. 7º, §1º",Art. 7º,Art. 7º,§1º,,,,"§ 1º Sem a prova de que votou na última eleição, pagou a respectiva multa ou de que se justificou devidamente, não poderá o eleitor:",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 4.737, de 15 de julho de 1965 Nome popular/citação curta: Código Eleitoral Macrogrupo: Código Eleitoral Grupo do sumário: Código Eleitoral Dispositivo: Art. 7º, §1º Tipo: paragrafo Hierarquia: PARTE PRIMEIRA > INTRODUÇÃO Dispositivo pai: Art. 7º ID do dispositivo pai: 001_lei_4737_1965_codigo_eleitoral:24 Páginas: 29-29 Resumo: Art. 7º, §1º: § 1º Sem a prova de que votou na última eleição, pagou a respectiva multa ou de que se justificou devidamente, não poderá o eleitor: § 1º Sem a prova de que votou na última eleição, pagou a respectiva multa ou de que se justificou devidamente, não poderá o eleitor:","Art. 7º, §1º: § 1º Sem a prova de que votou na última eleição, pagou a respectiva multa ou de que se justificou devidamente, não poderá o eleitor:",julho; parte; primeira; introducao; prova; votou; ultima; eleicao; pagou; respectiva,True,664,166,001_lei_4737_1965_codigo_eleitoral:25,001_lei_4737_1965_codigo_eleitoral.csv,24,001_lei_4737_1965_codigo_eleitoral:24
