ID_novo,ramo,numero_processo,tipo_de_processo,relator,data_julgamento,link_1,fonte_html,texto_citacao_raw
25471,Apuração de votos e eleições extraordinárias,946,Pet,Min. Garcia Vieira,9/21/2000,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=946/processoClasse=PET/decisaoData=20000921,local,"(Res. n º 20730 na Pet nº 946, de 21.9.2000, rel. Min. Garcia Vieira.)"
25472,Apuração de votos e eleições extraordinárias,9463,Ac.,Min. Vilas Boas,2/6/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9463/processoClasse=respe/decisaoData=19920206,local,"(Ac. n º 12.169, de 6.2.92, rel. Min. Vilas Boas.)"
25473,Apuração de votos e eleições extraordinárias,9868,Res.,Min. Aldir Passarinho,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=9868/processoClasse=pa/decisaoData=19890201,local,"(Res. n º 15.012, de 1 º .2.89, rel. Min. Aldir Passarinho.)"
25474,Captação de sufrágio,18831,PA,Min. Sálvio de Figueiredo,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=18831/processoClasse=PA/decisaoData=20020801,local,"(Res. nº 21166 no PA nº 18831 de 1º.8.2002, rel. Min. Sálvio de Figueiredo;"
25475,Captação de sufrágio,55,Inst,Min. Fernando Neves,3/26/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1670,local,"(Res. n. 21051 na Inst n. 55, de 26/3/2002, rel. Min. Fernando Neves"
25476,Captação de sufrágio,552,Cta,Min. Maurício Corrêa,12/14/1999,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=552/processoClasse=CTA/decisaoData=19991214,local,"(Res. nº 20531 na Cta nº 552, de 14.12.99, rel. Min. Maurício Corrêa.)"
25477,Captação de sufrágio,60035591,AREspE,Min. Antonio Carlos Ferreira,11/24/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3483690,local,"(Ac. de 24/11/2025 no AgR-AREspE n. 060035591, rel. Min. Antonio Carlos Ferreira.)"
25478,Captação de sufrágio,60042285,AREspE,Min. Antonio Carlos Ferreira,10/2/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3466775,local,"(Ac. de 2/10/2025 no AgR-AREspE n. 060042285, rel. Min. Antonio Carlos Ferreira.)"
25479,Coligação e convenção,10018,Cta,Min. Américo Luz,5/23/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/17698,local,"(Res. nº 15274 na Cta nº 10018, de 23.5.89, rel. Min. Américo Luz.)"
25480,Coligação e convenção,10121,Cta,Min. Vilas Boas,6/30/1989,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/13004,local,"(Res. nº 15384 na Cta nº 10121, de 30.6.89, rel. Min. Vilas Boas.)"
25481,Coligação e convenção,1022,Cta,Min. Fernando Neves,3/30/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1022/processoClasse=CTA/decisaoData=20040330,local,"(Res. nº 21697 na Cta nº 1022, de 30.3.2004, rel. Min. Fernando Neves.)"
25482,Coligação e convenção,10971,REspe,Min. José Cândido,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3859,local,"(Ac. nº 13230 no REspe nº 10971, de 1º.2.93, rel. Min. José Cândido.)"
25483,Coligação e convenção,1106,Cta,Min. Carlos Velloso,8/19/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1106/processoClasse=CTA/decisaoData=20040819,local,"(Res. nº 21897 na Cta nº 1106, de 19.8.2004, rel. Min. Carlos Velloso.)"
25484,Coligação e convenção,11177,Cta,Min. Vilas Boas,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/8368,local,"(Res. nº 16563 na Cta nº 11177, de 1º.6.90, rel. Min. Vilas Boas.)"
25485,Coligação e convenção,119650,Cta,Min. Hamilton Carvalhido,6/29/2010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=119650/processoClasse=CTA/decisaoData=20100629,local,"(Res. nº 23289 na Cta nº 119650, de 29.6.2010, rel. Min. Hamilton Carvalhido.)"
25486,Coligação e convenção,1225,Cta,"Min. Cesar Asfor Rocha, red",6/6/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1225/processoClasse=CTA/decisaoData=20060606,local,"(Res. nº 22242 na Cta nº 1225, de 6.6.2006, rel. Min. Cesar Asfor Rocha, red. designado Min. Marco Aurélio.)"
25487,Coligação e convenção,1225,Cta,Min. Marco Aurélio,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1225/processoClasse=CTA/decisaoData=20060608,local,"(Res. nº 22244 na Cta nº 1225, de 8.6.2006, rel. Min. Marco Aurélio.)"
25488,Coligação e convenção,1246,Pet,Min. Fernando Neves,10/15/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/1996,local,"(Res. nº 21253 na Pet nº 1246, de 15.10.2002, rel. Min. Fernando Neves.)"
25489,Coligação e convenção,1304,Cta,Min. Carlos Ayres Britto,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25588,local,"(Res. nº 22248 na Cta nº 1304, de 8.6.2006, rel. Min. Carlos Ayres Britto.)"
25490,Coligação e convenção,13090,Ac.,Min. Eduardo Alckmin,11/5/1992,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/11190,local,"(Ac. nº 13090 nos EDclREspe nº 10190, de 5.11.92, rel. Min. Eduardo Alckmin.)"
25491,Coligação e convenção,179,Cta,Min. Ilmar Galvão,5/30/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9631,local,"(Res. nº 19580 na Cta nº 179, de 30.5.96, rel. Min. Ilmar Galvão;"
25492,Coligação e convenção,186,Cta,Min. Diniz de Andrada,5/30/1996,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=186/processoClasse=CTA/decisaoData=19960530,local,"(Res. nº 19582 na Cta nº 186, de 30.5.96, rel. Min. Diniz de Andrada.)"
25493,Coligação e convenção,20301,Ac.,Min. Eduardo Alckmin,8/13/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/5995,local,"Ac. nº 20301 no RCPr nº 92, de 13.8.98, rel. Min. Eduardo Alckmin.)"
25494,Coligação e convenção,382,Cta,Min. Néri da Silveira,3/12/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=382/processoClasse=CTA/decisaoData=19980312,local,"(Res. nº 20126 na Cta nº 382, de 12.3.98, rel. Min. Néri da Silveira;"
25495,Coligação e convenção,6502,Cta,"Min. José Maria de Souza Andrade, rel",6/3/1982,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/9338,local,"(Res. nº 11285 na Cta nº 6502, de 3.6.82, rel. Min. José Maria de Souza Andrade, rel. designado Pedro Soares Muñoz.)"
25496,Coligação e convenção,698,Cta,Min. Fernando Neves,6/19/2001,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=698/processoClasse=CTA/decisaoData=20010619,local,"(Res. nº 20816 na Cta nº 698, de 19.6.2001, rel. Min. Fernando Neves.)"
25497,Coligação e convenção,73311,Cta,Min. Cármen Lúcia,5/11/2010,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=73311/processoClasse=CTA/decisaoData=20100511,local,"(Res. nº 23260 na Cta nº 73311, de 11.5.2010, rel. Min. Cármen Lúcia.)"
25498,Coligação e convenção,738,Cta,Min. Ellen Gracie,11/27/2001,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=738/processoClasse=CTA/decisaoData=20011127,local,"Res. nº 20936 na Cta nº 738, de 27.11.2001, rel. Min. Ellen Gracie;"
25499,Coligação e convenção,758,Cta,Min. Fernando Neves,3/26/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=758/processoClasse=CTA/decisaoData=20020326,local,"(Res. nº 21045 na Cta nº 758, de 26.3.2002, rel. Min. Fernando Neves.)"
25500,Coligação e convenção,759,Cta,Min. Fernando Neves,3/26/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=759/processoClasse=CTA/decisaoData=20020326,local,"(Res. nº 21046 na Cta nº 759, de 26.3.2002, rel. Min. Fernando Neves.)"
25501,Coligação e convenção,760,Cta,Min. Fernando Neves,3/26/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=760/processoClasse=CTA/decisaoData=20020326,local,"(Res. nº 21047 na Cta nº 760, de 26.3.2002, rel. Min. Fernando Neves.)"
25502,Coligação e convenção,762,Cta,Min. Fernando Neves,3/26/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=762/processoClasse=CTA/decisaoData=20020326,local,"(Res. nº 21048 na Cta nº 762, de 26.3.2002, rel. Min. Fernando Neves.)"
25503,Coligação e convenção,930,Cta,Min. Carlos Velloso,9/16/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=930/processoClasse=CTA/decisaoData=20030916,local,"(Res. nº 21500 na Cta nº 930, de 16.9.2003, rel. Min. Carlos Velloso.)"
25504,Comprovação de receitas e gastos partidários,60044132,AREspE,Min. Nunes Marques,11/13/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481797,local,"(Ac. de 13/11/2025 no AgR-AREspE n. 060044132, rel. Min. Nunes Marques.)"
25505,Condutas vedadas a agentes públicos,1062,Cta,Min. Carlos Velloso,8/12/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1062/processoClasse=CTA/decisaoData=20040812,local,"(Res. nº 21878 na Cta nº 1062, de 12.8.2004, rel. Min. Carlos Velloso.)"
25506,Condutas vedadas a agentes públicos,1065,Cta,Min. Fernando Neves,6/8/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1065/processoClasse=CTA/decisaoData=20040608,local,"(Res. nº 21806 na Cta nº 1065, de 8.6.2004, rel. Min. Fernando Neves.)"
25507,Condutas vedadas a agentes públicos,1083,Cta,Min. Humberto Gomes de Barros,6/8/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1083/processoClasse=CTA/decisaoData=20040608,local,"(Res. nº 21811 na Cta nº 1083, de 8.6.2004, rel. Min. Humberto Gomes de Barros.)"
25508,Condutas vedadas a agentes públicos,1086,Cta,Min. Luiz Carlos Madeira,6/8/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1086/processoClasse=CTA/decisaoData=20040608,local,"(Res. nº 21812 na Cta nº 1086, de 8.6.2004, rel. Min. Luiz Carlos Madeira.)"
25509,Condutas vedadas a agentes públicos,1320,Cta,Min. Caputo Bastos,6/29/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/25691,local,"(Res. nº 22284 na Cta nº 1320, de 29.6.2006, rel. Min. Caputo Bastos.)"
25510,Condutas vedadas a agentes públicos,1357,Cta,Min. Ayres Britto,8/3/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1357/processoClasse=cta/decisaoData=20060803,local,"(Res. nº 22323 na Cta nº 1357, de 3.8.2006, rel. Min. Ayres Britto.)"
25511,Condutas vedadas a agentes públicos,19590,PA,Min. Marco Aurélio,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=19590/processoClasse=PA/decisaoData=20060801,local,"(Res. nº 22317 no PA nº 19590, de 1º.8.2006, rel. Min. Marco Aurélio.)"
25512,Condutas vedadas a agentes públicos,22285,Res.,Min. Marco Aurélio,6/29/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/26079,local,"Res. nº 22285 no AgRgPet nº 1876, de 29.6.2006, rel. Min. Marco Aurélio.)"
25513,Condutas vedadas a agentes públicos,25,Res.,Min. Eduardo Ribeiro,8/13/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=25/processoClasse=RP/decisaoData=19980813,local,"(Res. nº 20303 na Rp nº 25, de 13.8.98, rel. Min. Eduardo Ribeiro.)"
25514,Condutas vedadas a agentes públicos,444,Cta,Min. Eduardo Ribeiro,6/2/1998,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=444/processoClasse=CTA/decisaoData=19980602,local,"(Res. nº 20217 na Cta nº 444, de 2.6.98, rel. Min. Eduardo Ribeiro.)"
25515,Condutas vedadas a agentes públicos,60000791,AREspE,Min. André Mendonça,5/6/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3425419,local,"(Ac. de 6/5/2025 no AgR-AREspE n. 060000791, rel. Min. André Mendonça.)"
25516,Condutas vedadas a agentes públicos,60006948,Ac.,Min. Nunes Marques,10/30/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3474160,local,"(Ac. de 30/10/2025 no AgR-REspEl n. 060006948, rel. Min. Nunes Marques.)"
25517,Condutas vedadas a agentes públicos,60009117,AREspE,Min. Nunes Marques,10/9/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3469533,local,"(Ac. de 9/10/2025 no AgR-AREspE n. 060009117, rel. Min. Nunes Marques.)"
25518,Condutas vedadas a agentes públicos,60009794,Ac.,Min. Estela Aranha,10/2/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3467233,local,"(Ac. de 2/10/2025 no AgR-REspEl n. 060009794, rel. Min. Estela Aranha.)"
25519,Condutas vedadas a agentes públicos,60026657,Ac.,Min. Antonio Carlos Ferreira,10/23/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3472910,local,"(Ac. de 23/10/2025 no AgR-REspEl n. 060026657, rel. Min. Antonio Carlos Ferreira.)"
25520,Condutas vedadas a agentes públicos,60026952,AREspE,Min. Floriano de Azevedo Marques,10/23/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3473721,local,"(Ac. de 23/10/2025 no AgR-AREspE n. 060026952, rel. Min. Floriano de Azevedo Marques.)"
25521,Condutas vedadas a agentes públicos,60027349,Ac.,Min. Antonio Carlos Ferreira,10/9/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3469623,local,"(Ac. de 9/10/2025 no AgR-REspEl n. 060027349, rel. Min. Antonio Carlos Ferreira.)"
25522,Condutas vedadas a agentes públicos,60030725,AREspE,Min. Isabel Gallotti,11/18/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3482700,local,"(Ac. de 18/11/2025 no AgR-AREspE n. 060030725, rel. Min. Isabel Gallotti.)"
25523,Condutas vedadas a agentes públicos,60031959,Ac.,Min. Estela Aranha,9/23/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3465933,local,"(Ac. de 23/9/2025 no AgR-REspEl n. 060031959, rel. Min. Estela Aranha.)"
25524,Condutas vedadas a agentes públicos,60036857,AREspE,Min. Floriano de Azevedo Marques,10/23/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3472640,local,"(Ac. de 23/10/2025 no AgR-AREspE n. 060036857, rel. Min. Floriano de Azevedo Marques.)"
25525,Condutas vedadas a agentes públicos,60037761,AREspE,Min. Antonio Carlos Ferreira,10/2/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3469534Infojur%20Outubro%20-%202%C2%AA%20Quinzena.doc,local,"(Ac. de 2/10/2025 no AgR-AREspE n. 060037761, rel. Min. Antonio Carlos Ferreira.)"
25526,Condutas vedadas a agentes públicos,60045912,AREspE,Min. André Mendonça,9/25/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3464178,local,"(Ac. de 25/9/2025 no AgR-AREspE n. 060045912, rel. Min. André Mendonça.)"
25527,Condutas vedadas a agentes públicos,60050373,Ac.,Min. André Mendonça,9/23/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3462974,local,"(Ac. de 23/9/2025 no AgR-REspEl n. 060050373, rel. Min. André Mendonça.)"
25528,Condutas vedadas a agentes públicos,60056903,AREspE,Min. Isabel Gallotti,10/30/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3475417,local,"(Ac. de 30/10/2025 no AgR-AREspE n. 060056903, rel. Min. Isabel Gallotti.)"
25529,Condutas vedadas a agentes públicos,60070841,AREspE,Min. Antonio Carlos Ferreira,11/24/2024,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3481796,local,"(Ac. de 24/11/2024 no AgR-AREspE n. 060070841, rel. Min. Antonio Carlos Ferreira.)"
25530,Condutas vedadas a agentes públicos,60076867,Ac.,Min. André Mendonça,9/18/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3460881,local,"(Ac. de 18/9/2025 no AgR-REspEl n. 060076867, rel. Min. André Mendonça.)"
25531,Condutas vedadas a agentes públicos,60383350,Ac.,Min. Nunes Marques,11/24/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3486907,local,"(Ac. de 24/11/2025 no AgR-REspEl n. 060383350, rel. Min. Nunes Marques.)"
25532,Condutas vedadas a agentes públicos,60637615,AREspE,Min. Antonio Carlos Ferreira,11/28/2025,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3487713,local,"(Ac. de 28/11/2025 no AgR-AREspE n. 060637615, rel. Min. Antonio Carlos Ferreira.)"
25533,Condutas vedadas a agentes públicos,772,Cta,Min. Fernando Neves,4/2/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=772/processoClasse=CTA/decisaoData=20020402,local,"(Res. nº 21054 na Cta nº 772, de 2.4.2002, rel. Min. Fernando Neves.)"
25534,Condutas vedadas a agentes públicos,782,Cta,Min. Fernando Neves,11/12/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=782/processoClasse=CTA/decisaoData=20021112,local,"(Res. nº 21296 na Cta nº 782, de 12.11.2002, rel. Min. Fernando Neves.)"
25535,Condutas vedadas a agentes públicos,783,Cta,Min. Luiz Carlos Madeira,5/2/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=783/processoClasse=CTA/decisaoData=20020502,local,"(Res. nº 21086 na Cta nº 783, de 2.5.2002, rel. Min. Luiz Carlos Madeira.)"
25536,Condutas vedadas a agentes públicos,786,Cta,Min. Fernando Neves,5/2/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=786/processoClasse=CTA/decisaoData=20020502,local,"(Res. nº 21087 na Cta nº 786, de 2.5.2002, rel. Min. Fernando Neves.)"
25537,Contas de campanha eleitoral,1,Ac.,,,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3459875,local,(Ac. de 1
25538,Contas de campanha eleitoral,106,Res.,Min. Luiz Carlos Madeira,10/15/2002,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=106/processoClasse=RCPR/decisaoData=20021015,local,"(Res. n o 21250 na RCPR nº 106, de 15.10.2002, rel. Min. Luiz Carlos Madeira.)"
25539,Contas de campanha eleitoral,1258,Cta,Min. José Delgado,6/8/2006,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1258/processoClasse=CTA/decisaoData=20060608,local,"(Res. nº 22232 na Cta 1258, de 8.6.2006, rel. Min. José Delgado.)"
25540,Contas de campanha eleitoral,1299,Pet,Min. Sálvio de Figueiredo,3/11/2003,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1299/processoClasse=PET/decisaoData=20030311,local,"(Res. n o 21357 na Pet nº 1299, de 11.3.2003, rel. Min. Sálvio de Figueiredo.)"
25541,Contas de campanha eleitoral,1341,Pet,,11/18/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/22218,local,"(Res. nº 21957 na Pet nº 1341, de 18.11.2004, rel Min. Carlos Velloso.)"
25542,Contas de campanha eleitoral,1341,Pet,Min. Carlos Velloso,11/18/2004,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1341/processoClasse=PET/decisaoData=20041118,local,"(Res. n o 21957 na Pet nº1341, de 18.11.2004, rel. Min. Carlos Velloso.)"
25543,Contas de campanha eleitoral,1347819,Respe,Min. Min Gilson Dipp,5/26/2011,https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/tribunal=TSE/processoNumero=1347819/processoClasse=RESPE/decisaoData=20110526,local,"Ac de 26.5.2011 no ED-Respe 13478, rel. Min Gilson Dipp."
